{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_outputsize_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_outputsize_2': 64, 'dropout_p': 0.2, 'seed': 1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23234,  6098,  3407,  2410,  1978,  1630,  1340,  1008,   816,
         651,   496,   359,   271,   194,   143,    95,    81,    65,
          32,    27,    21,    15,    10,    15])}
               valid loss 8.002410  auc  0.7845  rmse  0.4732  df(ActivateDay.Avg) 4.9774
     train: epoch 13 loss 23.705554  auc  0.7880  rmse  0.4460  df(ActivateDay.Avg) 4.6264
               valid loss 7.956396  auc  0.7868  rmse  0.4719  df(ActivateDay.Avg) 4.8806
     train: epoch 14 loss 23.694105  auc  0.7881  rmse  0.4458  df(ActivateDay.Avg) 4.6253
               valid loss 7.913171  auc  0.7876  rmse  0.4571  df(ActivateDay.Avg) 4.7077
                test loss 21.098626  auc  0.7874  rmse  0.4585  df(ActivateDay.Avg) 4.7757
     train: epoch 15 loss 23.683170  auc  0.7882  rmse  0.4461  df(ActivateDay.Avg) 4.6242
               valid loss 7.907896  auc  0.7874  rmse  0.4459  df(ActivateDay.Avg) 4.5791
     train: epoch 16 loss 23.668286  auc  0.7889  rmse  0.4460  df(ActivateDay.Avg) 4.6231
               valid loss 7.967812  auc  0.7865  rmse  0.4751  df(ActivateDay.Avg) 4.9753
     train: epoch 17 loss 23.661862  auc  0.7886  rmse  0.4464  df(ActivateDay.Avg) 4.6279
               valid loss 7.927853  auc  0.7870  rmse  0.4464  df(ActivateDay.Avg) 4.5511
     train: epoch 18 loss 23.672950  auc  0.7885  rmse  0.4464  df(ActivateDay.Avg) 4.6308
               valid loss 7.926442  auc  0.7866  rmse  0.4539  df(ActivateDay.Avg) 4.6976
     train: epoch 19 loss 23.638051  auc  0.7895  rmse  0.4468  df(ActivateDay.Avg) 4.6289
               valid loss 7.927131  auc  0.7868  rmse  0.4535  df(ActivateDay.Avg) 4.6810
     train: epoch 20 loss 23.671054  auc  0.7885  rmse  0.4454  df(ActivateDay.Avg) 4.6195
               valid loss 7.984295  auc  0.7867  rmse  0.4794  df(ActivateDay.Avg) 4.9685
     train: epoch 21 loss 23.654980  auc  0.7889  rmse  0.4463  df(ActivateDay.Avg) 4.6235
               valid loss 7.939170  auc  0.7866  rmse  0.4310  df(ActivateDay.Avg) 4.4919
     train: epoch 22 loss 23.652081  auc  0.7892  rmse  0.4460  df(ActivateDay.Avg) 4.6228
               valid loss 7.903342  auc  0.7877  rmse  0.4515  df(ActivateDay.Avg) 4.6521
                test loss 21.090266  auc  0.7875  rmse  0.4528  df(ActivateDay.Avg) 4.7163
     train: epoch 23 loss 23.620016  auc  0.7898  rmse  0.4464  df(ActivateDay.Avg) 4.6274
               valid loss 7.903236  auc  0.7879  rmse  0.4438  df(ActivateDay.Avg) 4.5654
                test loss 21.060661  auc  0.7881  rmse  0.4446  df(ActivateDay.Avg) 4.6212
     train: epoch 24 loss 23.663571  auc  0.7886  rmse  0.4463  df(ActivateDay.Avg) 4.6274
               valid loss 7.906314  auc  0.7876  rmse  0.4483  df(ActivateDay.Avg) 4.5856
     train: epoch 25 loss 23.629304  auc  0.7895  rmse  0.4461  df(ActivateDay.Avg) 4.6220
               valid loss 7.909044  auc  0.7876  rmse  0.4424  df(ActivateDay.Avg) 4.5325
     train: epoch 26 loss 23.635082  auc  0.7894  rmse  0.4468  df(ActivateDay.Avg) 4.6277
               valid loss 7.947886  auc  0.7883  rmse  0.4723  df(ActivateDay.Avg) 4.9956
                test loss 21.181246  auc  0.7880  rmse  0.4730  df(ActivateDay.Avg) 5.0496
     train: epoch 27 loss 23.623317  auc  0.7896  rmse  0.4468  df(ActivateDay.Avg) 4.6330
               valid loss 7.919936  auc  0.7869  rmse  0.4490  df(ActivateDay.Avg) 4.6485
     train: epoch 28 loss 23.634035  auc  0.7892  rmse  0.4467  df(ActivateDay.Avg) 4.6283
               valid loss 7.905971  auc  0.7874  rmse  0.4457  df(ActivateDay.Avg) 4.6063
     train: epoch 29 loss 23.619061  auc  0.7897  rmse  0.4466  df(ActivateDay.Avg) 4.6264
               valid loss 7.914002  auc  0.7880  rmse  0.4427  df(ActivateDay.Avg) 4.5857
     train: epoch 30 loss 23.585237  auc  0.7906  rmse  0.4465  df(ActivateDay.Avg) 4.6255
               valid loss 7.952020  auc  0.7874  rmse  0.4732  df(ActivateDay.Avg) 4.9483
     train: epoch 31 loss 23.592395  auc  0.7899  rmse  0.4462  df(ActivateDay.Avg) 4.6232
               valid loss 7.907900  auc  0.7877  rmse  0.4449  df(ActivateDay.Avg) 4.5845
     train: epoch 32 loss 23.606942  auc  0.7899  rmse  0.4462  df(ActivateDay.Avg) 4.6204
               valid loss 7.912636  auc  0.7885  rmse  0.4464  df(ActivateDay.Avg) 4.7034
                test loss 21.090355  auc  0.7884  rmse  0.4475  df(ActivateDay.Avg) 4.7608
     train: epoch 33 loss 23.604295  auc  0.7899  rmse  0.4464  df(ActivateDay.Avg) 4.6250
               valid loss 7.916715  auc  0.7874  rmse  0.4355  df(ActivateDay.Avg) 4.5046
     train: epoch 34 loss 23.618377  auc  0.7902  rmse  0.4465  df(ActivateDay.Avg) 4.6268
               valid loss 7.926254  auc  0.7878  rmse  0.4646  df(ActivateDay.Avg) 4.8041
     train: epoch 35 loss 23.563187  auc  0.7906  rmse  0.4469  df(ActivateDay.Avg) 4.6285
               valid loss 7.947664  auc  0.7874  rmse  0.4532  df(ActivateDay.Avg) 4.5726
     train: epoch 36 loss 23.604049  auc  0.7895  rmse  0.4466  df(ActivateDay.Avg) 4.6248
               valid loss 7.948664  auc  0.7854  rmse  0.4337  df(ActivateDay.Avg) 4.5054
     train: epoch 37 loss 23.610782  auc  0.7895  rmse  0.4461  df(ActivateDay.Avg) 4.6220
               valid loss 7.930831  auc  0.7880  rmse  0.4682  df(ActivateDay.Avg) 4.9081
     train: epoch 38 loss 23.579983  auc  0.7904  rmse  0.4464  df(ActivateDay.Avg) 4.6252
               valid loss 7.935147  auc  0.7869  rmse  0.4636  df(ActivateDay.Avg) 4.7818
     train: epoch 39 loss 23.583091  auc  0.7901  rmse  0.4468  df(ActivateDay.Avg) 4.6281
               valid loss 7.901615  auc  0.7881  rmse  0.4472  df(ActivateDay.Avg) 4.6102
     train: epoch 40 loss 23.620153  auc  0.7896  rmse  0.4464  df(ActivateDay.Avg) 4.6240
               valid loss 7.994832  auc  0.7872  rmse  0.4813  df(ActivateDay.Avg) 4.9648
     train: epoch 41 loss 23.593460  auc  0.7899  rmse  0.4469  df(ActivateDay.Avg) 4.6322
               valid loss 7.944040  auc  0.7874  rmse  0.4195  df(ActivateDay.Avg) 4.2419
     train: epoch 42 loss 23.584762  auc  0.7904  rmse  0.4465  df(ActivateDay.Avg) 4.6252
               valid loss 7.917993  auc  0.7868  rmse  0.4438  df(ActivateDay.Avg) 4.5727
     train: epoch 43 loss 23.608862  auc  0.7897  rmse  0.4466  df(ActivateDay.Avg) 4.6261
               valid loss 7.918788  auc  0.7880  rmse  0.4539  df(ActivateDay.Avg) 4.6307
     train: epoch 44 loss 23.570094  auc  0.7905  rmse  0.4464  df(ActivateDay.Avg) 4.6230
               valid loss 7.935173  auc  0.7868  rmse  0.4393  df(ActivateDay.Avg) 4.4390
     train: epoch 45 loss 23.589776  auc  0.7900  rmse  0.4464  df(ActivateDay.Avg) 4.6219
               valid loss 7.925332  auc  0.7877  rmse  0.4565  df(ActivateDay.Avg) 4.8085
     train: epoch 46 loss 23.558212  auc  0.7912  rmse  0.4470  df(ActivateDay.Avg) 4.6259
               valid loss 7.918012  auc  0.7877  rmse  0.4313  df(ActivateDay.Avg) 4.4552
     train: epoch 47 loss 23.576715  auc  0.7905  rmse  0.4469  df(ActivateDay.Avg) 4.6315
               valid loss 7.942525  auc  0.7858  rmse  0.4306  df(ActivateDay.Avg) 4.4496
     train: epoch 48 loss 23.567568  auc  0.7906  rmse  0.4466  df(ActivateDay.Avg) 4.6242
               valid loss 7.986135  auc  0.7874  rmse  0.4819  df(ActivateDay.Avg) 4.9742
     train: epoch 49 loss 23.555959  auc  0.7909  rmse  0.4471  df(ActivateDay.Avg) 4.6291
               valid loss 7.941281  auc  0.7878  rmse  0.4707  df(ActivateDay.Avg) 4.8648
     train: epoch 50 loss 23.567490  auc  0.7910  rmse  0.4463  df(ActivateDay.Avg) 4.6178
               valid loss 7.912014  auc  0.7879  rmse  0.4399  df(ActivateDay.Avg) 4.4916
     train: epoch 51 loss 23.583122  auc  0.7905  rmse  0.4469  df(ActivateDay.Avg) 4.6291
               valid loss 7.908964  auc  0.7888  rmse  0.4647  df(ActivateDay.Avg) 4.8025
                test loss 21.093254  auc  0.7885  rmse  0.4656  df(ActivateDay.Avg) 4.8607
     train: epoch 52 loss 23.567051  auc  0.7906  rmse  0.4471  df(ActivateDay.Avg) 4.6319
               valid loss 7.922146  auc  0.7882  rmse  0.4622  df(ActivateDay.Avg) 4.8592
     train: epoch 53 loss 23.569747  auc  0.7907  rmse  0.4465  df(ActivateDay.Avg) 4.6244
               valid loss 7.920003  auc  0.7882  rmse  0.4660  df(ActivateDay.Avg) 4.8206
     train: epoch 54 loss 23.570415  auc  0.7907  rmse  0.4463  df(ActivateDay.Avg) 4.6215
               valid loss 7.964594  auc  0.7876  rmse  0.4793  df(ActivateDay.Avg) 5.0481
     train: epoch 55 loss 23.577878  auc  0.7909  rmse  0.4471  df(ActivateDay.Avg) 4.6294
               valid loss 7.917054  auc  0.7877  rmse  0.4585  df(ActivateDay.Avg) 4.8202
     train: epoch 56 loss 23.567486  auc  0.7905  rmse  0.4470  df(ActivateDay.Avg) 4.6284
               valid loss 7.905057  auc  0.7887  rmse  0.4517  df(ActivateDay.Avg) 4.7275
     train: epoch 57 loss 23.579792  auc  0.7902  rmse  0.4470  df(ActivateDay.Avg) 4.6310
               valid loss 7.975677  auc  0.7870  rmse  0.4773  df(ActivateDay.Avg) 4.9584
     train: epoch 58 loss 23.569756  auc  0.7904  rmse  0.4459  df(ActivateDay.Avg) 4.6153
               valid loss 7.945094  auc  0.7876  rmse  0.4701  df(ActivateDay.Avg) 4.9713
     train: epoch 59 loss 23.581927  auc  0.7905  rmse  0.4471  df(ActivateDay.Avg) 4.6333
               valid loss 7.918393  auc  0.7888  rmse  0.4277  df(ActivateDay.Avg) 4.3161
     train: epoch 60 loss 23.567504  auc  0.7906  rmse  0.4467  df(ActivateDay.Avg) 4.6238
               valid loss 7.927202  auc  0.7867  rmse  0.4369  df(ActivateDay.Avg) 4.5607
     train: epoch 61 loss 23.556934  auc  0.7907  rmse  0.4464  df(ActivateDay.Avg) 4.6229
               valid loss 7.928103  auc  0.7878  rmse  0.4295  df(ActivateDay.Avg) 4.3450
     train: epoch 62 loss 23.584760  auc  0.7903  rmse  0.4468  df(ActivateDay.Avg) 4.6270
               valid loss 7.928916  auc  0.7879  rmse  0.4202  df(ActivateDay.Avg) 4.2714
     train: epoch 63 loss 23.564641  auc  0.7907  rmse  0.4466  df(ActivateDay.Avg) 4.6235
               valid loss 7.908615  auc  0.7882  rmse  0.4436  df(ActivateDay.Avg) 4.5304
     train: epoch 64 loss 23.552530  auc  0.7910  rmse  0.4471  df(ActivateDay.Avg) 4.6311
               valid loss 7.934090  auc  0.7881  rmse  0.4194  df(ActivateDay.Avg) 4.2519
     train: epoch 65 loss 23.575119  auc  0.7903  rmse  0.4468  df(ActivateDay.Avg) 4.6265
               valid loss 7.911353  auc  0.7880  rmse  0.4526  df(ActivateDay.Avg) 4.7052
     train: epoch 66 loss 23.557172  auc  0.7909  rmse  0.4472  df(ActivateDay.Avg) 4.6319
               valid loss 7.922147  auc  0.7873  rmse  0.4385  df(ActivateDay.Avg) 4.4859
     train: epoch 67 loss 23.546125  auc  0.7913  rmse  0.4460  df(ActivateDay.Avg) 4.6153
               valid loss 7.910492  auc  0.7885  rmse  0.4641  df(ActivateDay.Avg) 4.8087
     train: epoch 68 loss 23.549393  auc  0.7912  rmse  0.4472  df(ActivateDay.Avg) 4.6315
               valid loss 7.933100  auc  0.7880  rmse  0.4244  df(ActivateDay.Avg) 4.2919
     train: epoch 69 loss 23.564253  auc  0.7910  rmse  0.4462  df(ActivateDay.Avg) 4.6195
               valid loss 7.918234  auc  0.7867  rmse  0.4436  df(ActivateDay.Avg) 4.5415
     train: epoch 70 loss 23.554328  auc  0.7906  rmse  0.4465  df(ActivateDay.Avg) 4.6221
               valid loss 7.911127  auc  0.7879  rmse  0.4551  df(ActivateDay.Avg) 4.6807
     train: epoch 71 loss 23.558804  auc  0.7911  rmse  0.4467  df(ActivateDay.Avg) 4.6246
               valid loss 7.920078  auc  0.7880  rmse  0.4636  df(ActivateDay.Avg) 4.7614
     train: epoch 72 loss 23.575430  auc  0.7902  rmse  0.4464  df(ActivateDay.Avg) 4.6242
               valid loss 7.965993  auc  0.7880  rmse  0.4804  df(ActivateDay.Avg) 5.0327
     train: epoch 73 loss 23.560879  auc  0.7911  rmse  0.4471  df(ActivateDay.Avg) 4.6284
               valid loss 7.931538  auc  0.7870  rmse  0.4579  df(ActivateDay.Avg) 4.8111
     train: epoch 74 loss 23.561949  auc  0.7906  rmse  0.4467  df(ActivateDay.Avg) 4.6278
               valid loss 7.920779  auc  0.7874  rmse  0.4565  df(ActivateDay.Avg) 4.6871
     train: epoch 75 loss 23.527149  auc  0.7918  rmse  0.4466  df(ActivateDay.Avg) 4.6179
               valid loss 7.912303  auc  0.7877  rmse  0.4469  df(ActivateDay.Avg) 4.6813
     train: epoch 76 loss 23.552104  auc  0.7908  rmse  0.4469  df(ActivateDay.Avg) 4.6295
               valid loss 7.893687  auc  0.7885  rmse  0.4448  df(ActivateDay.Avg) 4.6039
     train: epoch 77 loss 23.565302  auc  0.7908  rmse  0.4462  df(ActivateDay.Avg) 4.6196
               valid loss 7.933975  auc  0.7883  rmse  0.4685  df(ActivateDay.Avg) 4.9458
     train: epoch 78 loss 23.568988  auc  0.7904  rmse  0.4471  df(ActivateDay.Avg) 4.6293
               valid loss 7.906054  auc  0.7879  rmse  0.4531  df(ActivateDay.Avg) 4.6767
     train: epoch 79 loss 23.580882  auc  0.7902  rmse  0.4464  df(ActivateDay.Avg) 4.6254
               valid loss 7.924471  auc  0.7880  rmse  0.4355  df(ActivateDay.Avg) 4.4008
     train: epoch 80 loss 23.569162  auc  0.7906  rmse  0.4464  df(ActivateDay.Avg) 4.6198
               valid loss 7.895737  auc  0.7885  rmse  0.4411  df(ActivateDay.Avg) 4.5265
     train: epoch 81 loss 23.562436  auc  0.7909  rmse  0.4472  df(ActivateDay.Avg) 4.6301
               valid loss 7.900126  auc  0.7888  rmse  0.4523  df(ActivateDay.Avg) 4.7263
     train: epoch 82 loss 23.525584  auc  0.7916  rmse  0.4466  df(ActivateDay.Avg) 4.6241
               valid loss 7.912612  auc  0.7883  rmse  0.4599  df(ActivateDay.Avg) 4.7643
     train: epoch 83 loss 23.542041  auc  0.7914  rmse  0.4469  df(ActivateDay.Avg) 4.6259
               valid loss 7.909544  auc  0.7876  rmse  0.4450  df(ActivateDay.Avg) 4.6272
     train: epoch 84 loss 23.561718  auc  0.7908  rmse  0.4468  df(ActivateDay.Avg) 4.6239
               valid loss 7.918302  auc  0.7870  rmse  0.4485  df(ActivateDay.Avg) 4.6395
     train: epoch 85 loss 23.577937  auc  0.7904  rmse  0.4464  df(ActivateDay.Avg) 4.6262
               valid loss 7.906846  auc  0.7878  rmse  0.4518  df(ActivateDay.Avg) 4.6312
     train: epoch 86 loss 23.529910  auc  0.7912  rmse  0.4474  df(ActivateDay.Avg) 4.6304
               valid loss 7.915615  auc  0.7870  rmse  0.4434  df(ActivateDay.Avg) 4.5488
     train: epoch 87 loss 23.528835  auc  0.7915  rmse  0.4467  df(ActivateDay.Avg) 4.6244
               valid loss 7.915878  auc  0.7879  rmse  0.4442  df(ActivateDay.Avg) 4.4872
     train: epoch 88 loss 23.551986  auc  0.7909  rmse  0.4463  df(ActivateDay.Avg) 4.6189
               valid loss 7.930826  auc  0.7884  rmse  0.4717  df(ActivateDay.Avg) 4.9055
     train: epoch 89 loss 23.564750  auc  0.7903  rmse  0.4467  df(ActivateDay.Avg) 4.6234
               valid loss 7.939620  auc  0.7879  rmse  0.4248  df(ActivateDay.Avg) 4.2947
     train: epoch 90 loss 23.529067  auc  0.7917  rmse  0.4466  df(ActivateDay.Avg) 4.6239
               valid loss 7.959634  auc  0.7871  rmse  0.4751  df(ActivateDay.Avg) 4.9697
     train: epoch 91 loss 23.529288  auc  0.7915  rmse  0.4471  df(ActivateDay.Avg) 4.6283
               valid loss 7.955208  auc  0.7880  rmse  0.4171  df(ActivateDay.Avg) 4.1797
     train: epoch 92 loss 23.555908  auc  0.7911  rmse  0.4465  df(ActivateDay.Avg) 4.6247
               valid loss 7.899609  auc  0.7884  rmse  0.4511  df(ActivateDay.Avg) 4.6444
     train: epoch 93 loss 23.572764  auc  0.7908  rmse  0.4466  df(ActivateDay.Avg) 4.6223
               valid loss 7.963188  auc  0.7886  rmse  0.4817  df(ActivateDay.Avg) 5.0536
     train: epoch 94 loss 23.558285  auc  0.7908  rmse  0.4471  df(ActivateDay.Avg) 4.6287
               valid loss 7.927196  auc  0.7864  rmse  0.4419  df(ActivateDay.Avg) 4.6014
     train: epoch 95 loss 23.573424  auc  0.7902  rmse  0.4472  df(ActivateDay.Avg) 4.6298
               valid loss 7.919228  auc  0.7878  rmse  0.4283  df(ActivateDay.Avg) 4.4447
     train: epoch 96 loss 23.553351  auc  0.7909  rmse  0.4469  df(ActivateDay.Avg) 4.6270
               valid loss 7.921900  auc  0.7879  rmse  0.4478  df(ActivateDay.Avg) 4.5364
     train: epoch 97 loss 23.549703  auc  0.7910  rmse  0.4464  df(ActivateDay.Avg) 4.6187
               valid loss 7.922730  auc  0.7881  rmse  0.4644  df(ActivateDay.Avg) 4.8548
     train: epoch 98 loss 23.568260  auc  0.7910  rmse  0.4465  df(ActivateDay.Avg) 4.6228
               valid loss 7.950424  auc  0.7878  rmse  0.4756  df(ActivateDay.Avg) 4.9972
     train: epoch 99 loss 23.551135  auc  0.7911  rmse  0.4470  df(ActivateDay.Avg) 4.6239
               valid loss 7.901323  auc  0.7883  rmse  0.4376  df(ActivateDay.Avg) 4.5370
best_epoch:  51.0000
best_valid_auc 0.7888 best_valid_rmse 0.4647 best_valid_df 4.8025 
best_auc 0.7885 rmse 0.4656 df 4.8607
