{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_outputsize_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_outputsize_2': 64, 'dropout_p': 0.2, 'seed': 3, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23273,  6098,  3348,  2442,  1930,  1635,  1322,  1028,   842,
         639,   485,   370,   288,   199,   134,   100,    81,    57,
          37,    27,    24,    16,    10,    11])}
                test loss 21.152063  auc  0.7862  rmse  0.4444  df(ActivateDay.Avg) 4.6681
     train: epoch 11 loss 23.817987  auc  0.7849  rmse  0.4441  df(ActivateDay.Avg) 4.6056
               valid loss 7.891318  auc  0.7913  rmse  0.4598  df(ActivateDay.Avg) 4.8408
     train: epoch 12 loss 23.793696  auc  0.7850  rmse  0.4442  df(ActivateDay.Avg) 4.6079
               valid loss 7.859542  auc  0.7943  rmse  0.4269  df(ActivateDay.Avg) 4.3166
                test loss 21.196632  auc  0.7865  rmse  0.4279  df(ActivateDay.Avg) 4.3486
     train: epoch 13 loss 23.810788  auc  0.7853  rmse  0.4436  df(ActivateDay.Avg) 4.5980
               valid loss 7.871156  auc  0.7950  rmse  0.4688  df(ActivateDay.Avg) 5.0023
                test loss 21.215313  auc  0.7878  rmse  0.4717  df(ActivateDay.Avg) 5.0642
     train: epoch 14 loss 23.815747  auc  0.7849  rmse  0.4448  df(ActivateDay.Avg) 4.6143
               valid loss 7.826988  auc  0.7949  rmse  0.4375  df(ActivateDay.Avg) 4.5029
     train: epoch 15 loss 23.767289  auc  0.7859  rmse  0.4442  df(ActivateDay.Avg) 4.6046
               valid loss 7.852516  auc  0.7931  rmse  0.4387  df(ActivateDay.Avg) 4.5442
     train: epoch 16 loss 23.787209  auc  0.7857  rmse  0.4448  df(ActivateDay.Avg) 4.6111
               valid loss 7.864631  auc  0.7943  rmse  0.4231  df(ActivateDay.Avg) 4.2924
     train: epoch 17 loss 23.764788  auc  0.7862  rmse  0.4443  df(ActivateDay.Avg) 4.6033
               valid loss 7.855423  auc  0.7941  rmse  0.4306  df(ActivateDay.Avg) 4.4584
     train: epoch 18 loss 23.769577  auc  0.7857  rmse  0.4445  df(ActivateDay.Avg) 4.6081
               valid loss 7.848917  auc  0.7949  rmse  0.4628  df(ActivateDay.Avg) 4.9117
     train: epoch 19 loss 23.764704  auc  0.7860  rmse  0.4445  df(ActivateDay.Avg) 4.6096
               valid loss 7.825990  auc  0.7947  rmse  0.4482  df(ActivateDay.Avg) 4.6699
     train: epoch 20 loss 23.778139  auc  0.7861  rmse  0.4442  df(ActivateDay.Avg) 4.6024
               valid loss 7.843917  auc  0.7950  rmse  0.4675  df(ActivateDay.Avg) 4.9229
     train: epoch 21 loss 23.728047  auc  0.7869  rmse  0.4447  df(ActivateDay.Avg) 4.6080
               valid loss 7.919201  auc  0.7947  rmse  0.4090  df(ActivateDay.Avg) 4.1183
     train: epoch 22 loss 23.735249  auc  0.7863  rmse  0.4446  df(ActivateDay.Avg) 4.6077
               valid loss 7.909599  auc  0.7938  rmse  0.4153  df(ActivateDay.Avg) 4.3081
     train: epoch 23 loss 23.746548  auc  0.7864  rmse  0.4446  df(ActivateDay.Avg) 4.6061
               valid loss 7.834318  auc  0.7947  rmse  0.4616  df(ActivateDay.Avg) 4.7726
     train: epoch 24 loss 23.741470  auc  0.7858  rmse  0.4446  df(ActivateDay.Avg) 4.6073
               valid loss 7.831974  auc  0.7946  rmse  0.4403  df(ActivateDay.Avg) 4.5195
     train: epoch 25 loss 23.756558  auc  0.7861  rmse  0.4446  df(ActivateDay.Avg) 4.6065
               valid loss 7.831242  auc  0.7944  rmse  0.4535  df(ActivateDay.Avg) 4.6815
     train: epoch 26 loss 23.730111  auc  0.7870  rmse  0.4446  df(ActivateDay.Avg) 4.6059
               valid loss 7.822680  auc  0.7950  rmse  0.4524  df(ActivateDay.Avg) 4.7144
                test loss 21.075223  auc  0.7876  rmse  0.4550  df(ActivateDay.Avg) 4.7723
     train: epoch 27 loss 23.716394  auc  0.7870  rmse  0.4447  df(ActivateDay.Avg) 4.6106
               valid loss 7.819395  auc  0.7953  rmse  0.4597  df(ActivateDay.Avg) 4.7531
                test loss 21.102384  auc  0.7878  rmse  0.4629  df(ActivateDay.Avg) 4.8189
     train: epoch 28 loss 23.755560  auc  0.7861  rmse  0.4444  df(ActivateDay.Avg) 4.6043
               valid loss 7.847708  auc  0.7942  rmse  0.4677  df(ActivateDay.Avg) 4.9081
     train: epoch 29 loss 23.710009  auc  0.7872  rmse  0.4450  df(ActivateDay.Avg) 4.6061
               valid loss 7.848092  auc  0.7940  rmse  0.4576  df(ActivateDay.Avg) 4.8108
     train: epoch 30 loss 23.703244  auc  0.7871  rmse  0.4446  df(ActivateDay.Avg) 4.6050
               valid loss 7.978384  auc  0.7937  rmse  0.4993  df(ActivateDay.Avg) 5.3659
     train: epoch 31 loss 23.727240  auc  0.7864  rmse  0.4450  df(ActivateDay.Avg) 4.6096
               valid loss 7.888408  auc  0.7952  rmse  0.4126  df(ActivateDay.Avg) 4.2579
     train: epoch 32 loss 23.711761  auc  0.7871  rmse  0.4445  df(ActivateDay.Avg) 4.6026
               valid loss 7.843373  auc  0.7949  rmse  0.4577  df(ActivateDay.Avg) 4.8352
     train: epoch 33 loss 23.718488  auc  0.7870  rmse  0.4447  df(ActivateDay.Avg) 4.6074
               valid loss 7.812758  auc  0.7953  rmse  0.4434  df(ActivateDay.Avg) 4.5926
                test loss 21.075842  auc  0.7874  rmse  0.4465  df(ActivateDay.Avg) 4.6599
     train: epoch 34 loss 23.726701  auc  0.7867  rmse  0.4447  df(ActivateDay.Avg) 4.6079
               valid loss 7.840120  auc  0.7954  rmse  0.4288  df(ActivateDay.Avg) 4.3775
                test loss 21.118401  auc  0.7877  rmse  0.4303  df(ActivateDay.Avg) 4.4150
     train: epoch 35 loss 23.711132  auc  0.7868  rmse  0.4449  df(ActivateDay.Avg) 4.6074
               valid loss 7.904143  auc  0.7940  rmse  0.4149  df(ActivateDay.Avg) 4.3278
     train: epoch 36 loss 23.708380  auc  0.7867  rmse  0.4446  df(ActivateDay.Avg) 4.6041
               valid loss 7.851321  auc  0.7949  rmse  0.4615  df(ActivateDay.Avg) 4.9002
     train: epoch 37 loss 23.706553  auc  0.7871  rmse  0.4451  df(ActivateDay.Avg) 4.6106
               valid loss 7.838001  auc  0.7944  rmse  0.4622  df(ActivateDay.Avg) 4.8306
     train: epoch 38 loss 23.747669  auc  0.7863  rmse  0.4442  df(ActivateDay.Avg) 4.6061
               valid loss 7.886009  auc  0.7940  rmse  0.4520  df(ActivateDay.Avg) 4.5249
     train: epoch 39 loss 23.703363  auc  0.7871  rmse  0.4451  df(ActivateDay.Avg) 4.6045
               valid loss 7.920180  auc  0.7936  rmse  0.4079  df(ActivateDay.Avg) 4.1205
     train: epoch 40 loss 23.698358  auc  0.7874  rmse  0.4452  df(ActivateDay.Avg) 4.6093
               valid loss 7.882155  auc  0.7938  rmse  0.4179  df(ActivateDay.Avg) 4.3034
     train: epoch 41 loss 23.726359  auc  0.7863  rmse  0.4444  df(ActivateDay.Avg) 4.6022
               valid loss 7.817674  auc  0.7957  rmse  0.4407  df(ActivateDay.Avg) 4.5714
                test loss 21.083929  auc  0.7877  rmse  0.4437  df(ActivateDay.Avg) 4.6305
     train: epoch 42 loss 23.695117  auc  0.7873  rmse  0.4445  df(ActivateDay.Avg) 4.6028
               valid loss 7.869185  auc  0.7936  rmse  0.4598  df(ActivateDay.Avg) 4.8894
     train: epoch 43 loss 23.695017  auc  0.7873  rmse  0.4450  df(ActivateDay.Avg) 4.6104
               valid loss 7.874300  auc  0.7941  rmse  0.4258  df(ActivateDay.Avg) 4.2846
     train: epoch 44 loss 23.709433  auc  0.7873  rmse  0.4451  df(ActivateDay.Avg) 4.6118
               valid loss 7.867558  auc  0.7943  rmse  0.4260  df(ActivateDay.Avg) 4.2727
     train: epoch 45 loss 23.674186  auc  0.7879  rmse  0.4448  df(ActivateDay.Avg) 4.6057
               valid loss 7.922641  auc  0.7944  rmse  0.4918  df(ActivateDay.Avg) 5.2431
     train: epoch 46 loss 23.699119  auc  0.7874  rmse  0.4454  df(ActivateDay.Avg) 4.6119
               valid loss 7.838044  auc  0.7948  rmse  0.4491  df(ActivateDay.Avg) 4.7150
     train: epoch 47 loss 23.710201  auc  0.7871  rmse  0.4449  df(ActivateDay.Avg) 4.6081
               valid loss 7.841222  auc  0.7951  rmse  0.4637  df(ActivateDay.Avg) 4.9013
     train: epoch 48 loss 23.703016  auc  0.7868  rmse  0.4446  df(ActivateDay.Avg) 4.6045
               valid loss 7.841416  auc  0.7946  rmse  0.4690  df(ActivateDay.Avg) 4.8880
     train: epoch 49 loss 23.724481  auc  0.7865  rmse  0.4450  df(ActivateDay.Avg) 4.6075
               valid loss 7.846782  auc  0.7944  rmse  0.4326  df(ActivateDay.Avg) 4.4852
     train: epoch 50 loss 23.717383  auc  0.7867  rmse  0.4443  df(ActivateDay.Avg) 4.6013
               valid loss 7.848471  auc  0.7955  rmse  0.4618  df(ActivateDay.Avg) 4.8990
     train: epoch 51 loss 23.698146  auc  0.7875  rmse  0.4455  df(ActivateDay.Avg) 4.6164
               valid loss 7.848433  auc  0.7934  rmse  0.4332  df(ActivateDay.Avg) 4.4505
     train: epoch 52 loss 23.673677  auc  0.7877  rmse  0.4449  df(ActivateDay.Avg) 4.6053
               valid loss 7.879030  auc  0.7949  rmse  0.4290  df(ActivateDay.Avg) 4.2761
     train: epoch 53 loss 23.688225  auc  0.7872  rmse  0.4448  df(ActivateDay.Avg) 4.6059
               valid loss 7.811859  auc  0.7955  rmse  0.4456  df(ActivateDay.Avg) 4.6020
     train: epoch 54 loss 23.707047  auc  0.7870  rmse  0.4452  df(ActivateDay.Avg) 4.6098
               valid loss 7.887136  auc  0.7951  rmse  0.4111  df(ActivateDay.Avg) 4.2074
     train: epoch 55 loss 23.705072  auc  0.7871  rmse  0.4447  df(ActivateDay.Avg) 4.6079
               valid loss 7.859384  auc  0.7950  rmse  0.4219  df(ActivateDay.Avg) 4.3391
     train: epoch 56 loss 23.696627  auc  0.7870  rmse  0.4447  df(ActivateDay.Avg) 4.6058
               valid loss 7.804291  auc  0.7959  rmse  0.4510  df(ActivateDay.Avg) 4.6803
                test loss 21.053127  auc  0.7881  rmse  0.4541  df(ActivateDay.Avg) 4.7465
     train: epoch 57 loss 23.677341  auc  0.7877  rmse  0.4449  df(ActivateDay.Avg) 4.6060
               valid loss 7.834215  auc  0.7944  rmse  0.4650  df(ActivateDay.Avg) 4.8283
     train: epoch 58 loss 23.676993  auc  0.7875  rmse  0.4453  df(ActivateDay.Avg) 4.6101
               valid loss 7.824717  auc  0.7947  rmse  0.4463  df(ActivateDay.Avg) 4.5993
     train: epoch 59 loss 23.704342  auc  0.7872  rmse  0.4448  df(ActivateDay.Avg) 4.6059
               valid loss 7.841102  auc  0.7942  rmse  0.4489  df(ActivateDay.Avg) 4.7165
     train: epoch 60 loss 23.679639  auc  0.7877  rmse  0.4449  df(ActivateDay.Avg) 4.6067
               valid loss 7.841549  auc  0.7945  rmse  0.4663  df(ActivateDay.Avg) 4.8689
     train: epoch 61 loss 23.688973  auc  0.7875  rmse  0.4453  df(ActivateDay.Avg) 4.6099
               valid loss 7.840166  auc  0.7952  rmse  0.4323  df(ActivateDay.Avg) 4.5007
     train: epoch 62 loss 23.658624  auc  0.7880  rmse  0.4450  df(ActivateDay.Avg) 4.6055
               valid loss 7.860904  auc  0.7944  rmse  0.4727  df(ActivateDay.Avg) 4.9955
     train: epoch 63 loss 23.677925  auc  0.7875  rmse  0.4450  df(ActivateDay.Avg) 4.6076
               valid loss 7.830340  auc  0.7951  rmse  0.4371  df(ActivateDay.Avg) 4.5519
     train: epoch 64 loss 23.668222  auc  0.7879  rmse  0.4450  df(ActivateDay.Avg) 4.6076
               valid loss 7.821861  auc  0.7949  rmse  0.4513  df(ActivateDay.Avg) 4.6852
     train: epoch 65 loss 23.699802  auc  0.7872  rmse  0.4448  df(ActivateDay.Avg) 4.6081
               valid loss 7.859797  auc  0.7939  rmse  0.4550  df(ActivateDay.Avg) 4.8284
     train: epoch 66 loss 23.694551  auc  0.7876  rmse  0.4454  df(ActivateDay.Avg) 4.6153
               valid loss 7.839062  auc  0.7941  rmse  0.4437  df(ActivateDay.Avg) 4.6080
     train: epoch 67 loss 23.692753  auc  0.7868  rmse  0.4452  df(ActivateDay.Avg) 4.6097
               valid loss 7.863545  auc  0.7951  rmse  0.4208  df(ActivateDay.Avg) 4.3374
     train: epoch 68 loss 23.675455  auc  0.7878  rmse  0.4443  df(ActivateDay.Avg) 4.5993
               valid loss 7.832570  auc  0.7947  rmse  0.4560  df(ActivateDay.Avg) 4.7811
     train: epoch 69 loss 23.698890  auc  0.7870  rmse  0.4450  df(ActivateDay.Avg) 4.6077
               valid loss 7.819776  auc  0.7955  rmse  0.4399  df(ActivateDay.Avg) 4.5357
     train: epoch 70 loss 23.684232  auc  0.7876  rmse  0.4447  df(ActivateDay.Avg) 4.6030
               valid loss 7.870650  auc  0.7946  rmse  0.4238  df(ActivateDay.Avg) 4.4123
     train: epoch 71 loss 23.670598  auc  0.7878  rmse  0.4454  df(ActivateDay.Avg) 4.6117
               valid loss 7.943080  auc  0.7948  rmse  0.4023  df(ActivateDay.Avg) 4.1303
     train: epoch 72 loss 23.673605  auc  0.7877  rmse  0.4451  df(ActivateDay.Avg) 4.6072
               valid loss 7.843849  auc  0.7954  rmse  0.4336  df(ActivateDay.Avg) 4.5422
     train: epoch 73 loss 23.651919  auc  0.7884  rmse  0.4444  df(ActivateDay.Avg) 4.6006
               valid loss 7.845043  auc  0.7943  rmse  0.4360  df(ActivateDay.Avg) 4.4800
     train: epoch 74 loss 23.686261  auc  0.7876  rmse  0.4452  df(ActivateDay.Avg) 4.6106
               valid loss 7.863855  auc  0.7943  rmse  0.4233  df(ActivateDay.Avg) 4.3081
     train: epoch 75 loss 23.687499  auc  0.7878  rmse  0.4452  df(ActivateDay.Avg) 4.6080
               valid loss 7.821031  auc  0.7951  rmse  0.4498  df(ActivateDay.Avg) 4.6574
     train: epoch 76 loss 23.659857  auc  0.7882  rmse  0.4451  df(ActivateDay.Avg) 4.6087
               valid loss 7.877861  auc  0.7952  rmse  0.4172  df(ActivateDay.Avg) 4.3133
     train: epoch 77 loss 23.662389  auc  0.7880  rmse  0.4448  df(ActivateDay.Avg) 4.6034
               valid loss 7.846732  auc  0.7946  rmse  0.4289  df(ActivateDay.Avg) 4.4167
     train: epoch 78 loss 23.673885  auc  0.7876  rmse  0.4450  df(ActivateDay.Avg) 4.6061
               valid loss 7.826134  auc  0.7951  rmse  0.4559  df(ActivateDay.Avg) 4.7301
     train: epoch 79 loss 23.684448  auc  0.7873  rmse  0.4449  df(ActivateDay.Avg) 4.6056
               valid loss 7.837909  auc  0.7951  rmse  0.4582  df(ActivateDay.Avg) 4.8183
     train: epoch 80 loss 23.701986  auc  0.7876  rmse  0.4451  df(ActivateDay.Avg) 4.6122
               valid loss 7.846751  auc  0.7939  rmse  0.4354  df(ActivateDay.Avg) 4.4231
     train: epoch 81 loss 23.667801  auc  0.7884  rmse  0.4451  df(ActivateDay.Avg) 4.6051
               valid loss 7.859915  auc  0.7940  rmse  0.4718  df(ActivateDay.Avg) 4.9642
     train: epoch 82 loss 23.681877  auc  0.7878  rmse  0.4449  df(ActivateDay.Avg) 4.6067
               valid loss 7.856668  auc  0.7951  rmse  0.4356  df(ActivateDay.Avg) 4.3956
     train: epoch 83 loss 23.679395  auc  0.7878  rmse  0.4452  df(ActivateDay.Avg) 4.6075
               valid loss 7.909262  auc  0.7946  rmse  0.4886  df(ActivateDay.Avg) 5.2034
     train: epoch 84 loss 23.676373  auc  0.7880  rmse  0.4453  df(ActivateDay.Avg) 4.6106
               valid loss 7.822206  auc  0.7959  rmse  0.4379  df(ActivateDay.Avg) 4.5322
     train: epoch 85 loss 23.664980  auc  0.7882  rmse  0.4449  df(ActivateDay.Avg) 4.6050
               valid loss 7.874276  auc  0.7952  rmse  0.4172  df(ActivateDay.Avg) 4.2603
     train: epoch 86 loss 23.678009  auc  0.7878  rmse  0.4448  df(ActivateDay.Avg) 4.6043
               valid loss 7.830852  auc  0.7954  rmse  0.4332  df(ActivateDay.Avg) 4.4827
     train: epoch 87 loss 23.662923  auc  0.7878  rmse  0.4449  df(ActivateDay.Avg) 4.6054
               valid loss 7.896136  auc  0.7940  rmse  0.4159  df(ActivateDay.Avg) 4.2116
     train: epoch 88 loss 23.686772  auc  0.7874  rmse  0.4445  df(ActivateDay.Avg) 4.5986
               valid loss 7.820871  auc  0.7956  rmse  0.4510  df(ActivateDay.Avg) 4.7007
     train: epoch 89 loss 23.667106  auc  0.7879  rmse  0.4451  df(ActivateDay.Avg) 4.6057
               valid loss 7.842495  auc  0.7944  rmse  0.4453  df(ActivateDay.Avg) 4.6786
     train: epoch 90 loss 23.671295  auc  0.7879  rmse  0.4452  df(ActivateDay.Avg) 4.6084
               valid loss 7.841327  auc  0.7952  rmse  0.4609  df(ActivateDay.Avg) 4.8671
     train: epoch 91 loss 23.687524  auc  0.7873  rmse  0.4446  df(ActivateDay.Avg) 4.6031
               valid loss 7.836483  auc  0.7948  rmse  0.4635  df(ActivateDay.Avg) 4.8639
     train: epoch 92 loss 23.657333  auc  0.7885  rmse  0.4452  df(ActivateDay.Avg) 4.6070
               valid loss 7.847844  auc  0.7948  rmse  0.4460  df(ActivateDay.Avg) 4.6984
     train: epoch 93 loss 23.674583  auc  0.7880  rmse  0.4454  df(ActivateDay.Avg) 4.6152
               valid loss 7.817185  auc  0.7954  rmse  0.4420  df(ActivateDay.Avg) 4.5582
     train: epoch 94 loss 23.690381  auc  0.7873  rmse  0.4448  df(ActivateDay.Avg) 4.6047
               valid loss 7.829974  auc  0.7953  rmse  0.4372  df(ActivateDay.Avg) 4.5401
     train: epoch 95 loss 23.666955  auc  0.7877  rmse  0.4450  df(ActivateDay.Avg) 4.6066
               valid loss 7.857899  auc  0.7942  rmse  0.4313  df(ActivateDay.Avg) 4.3550
     train: epoch 96 loss 23.682111  auc  0.7879  rmse  0.4451  df(ActivateDay.Avg) 4.6056
               valid loss 7.869985  auc  0.7930  rmse  0.4327  df(ActivateDay.Avg) 4.3918
     train: epoch 97 loss 23.657371  auc  0.7884  rmse  0.4448  df(ActivateDay.Avg) 4.6028
               valid loss 7.834266  auc  0.7950  rmse  0.4546  df(ActivateDay.Avg) 4.7800
     train: epoch 98 loss 23.652337  auc  0.7884  rmse  0.4453  df(ActivateDay.Avg) 4.6052
               valid loss 7.824416  auc  0.7950  rmse  0.4552  df(ActivateDay.Avg) 4.7571
     train: epoch 99 loss 23.655759  auc  0.7883  rmse  0.4445  df(ActivateDay.Avg) 4.6007
               valid loss 7.834866  auc  0.7958  rmse  0.4633  df(ActivateDay.Avg) 4.8939
best_epoch:  56.0000
best_valid_auc 0.7959 best_valid_rmse 0.4510 best_valid_df 4.6803 
best_auc 0.7881 rmse 0.4541 df 4.7465
