{'model_name': 'LR', 'embedding_size': 32, 'seed': 2, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'dropout_p': 0.2, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
               valid loss 8.168872  auc  0.7804  rmse  0.4408  df(ActivateDay.Avg) 4.7686
     train: epoch 27 loss 24.775053  auc  0.7751  rmse  0.4395  df(ActivateDay.Avg) 4.6046
               valid loss 8.162006  auc  0.7805  rmse  0.4413  df(ActivateDay.Avg) 4.7516
     train: epoch 28 loss 24.771793  auc  0.7753  rmse  0.4395  df(ActivateDay.Avg) 4.6065
               valid loss 8.177055  auc  0.7801  rmse  0.4413  df(ActivateDay.Avg) 4.7013
     train: epoch 29 loss 24.779762  auc  0.7750  rmse  0.4396  df(ActivateDay.Avg) 4.6061
               valid loss 8.170565  auc  0.7803  rmse  0.4415  df(ActivateDay.Avg) 4.6730
     train: epoch 30 loss 24.774640  auc  0.7748  rmse  0.4415  df(ActivateDay.Avg) 4.6233
               valid loss 8.168664  auc  0.7799  rmse  0.4392  df(ActivateDay.Avg) 4.7062
     train: epoch 31 loss 24.777436  auc  0.7747  rmse  0.4393  df(ActivateDay.Avg) 4.6013
               valid loss 8.156735  auc  0.7807  rmse  0.4393  df(ActivateDay.Avg) 4.6882
                test loss 22.193668  auc  0.7739  rmse  0.4368  df(ActivateDay.Avg) 4.5933
     train: epoch 32 loss 24.766166  auc  0.7749  rmse  0.4392  df(ActivateDay.Avg) 4.5973
               valid loss 8.175629  auc  0.7799  rmse  0.4437  df(ActivateDay.Avg) 4.7842
     train: epoch 33 loss 24.770027  auc  0.7750  rmse  0.4404  df(ActivateDay.Avg) 4.6151
               valid loss 8.178249  auc  0.7800  rmse  0.4421  df(ActivateDay.Avg) 4.7423
     train: epoch 34 loss 24.776604  auc  0.7752  rmse  0.4399  df(ActivateDay.Avg) 4.6084
               valid loss 8.170392  auc  0.7800  rmse  0.4418  df(ActivateDay.Avg) 4.7359
     train: epoch 35 loss 24.768332  auc  0.7751  rmse  0.4392  df(ActivateDay.Avg) 4.5999
               valid loss 8.167101  auc  0.7802  rmse  0.4437  df(ActivateDay.Avg) 4.7339
     train: epoch 36 loss 24.760945  auc  0.7753  rmse  0.4406  df(ActivateDay.Avg) 4.6143
               valid loss 8.178661  auc  0.7798  rmse  0.4431  df(ActivateDay.Avg) 4.7939
     train: epoch 37 loss 24.763665  auc  0.7748  rmse  0.4400  df(ActivateDay.Avg) 4.6098
               valid loss 8.158866  auc  0.7805  rmse  0.4423  df(ActivateDay.Avg) 4.7658
     train: epoch 38 loss 24.771019  auc  0.7753  rmse  0.4412  df(ActivateDay.Avg) 4.6260
               valid loss 8.175455  auc  0.7800  rmse  0.4383  df(ActivateDay.Avg) 4.7080
     train: epoch 39 loss 24.764612  auc  0.7755  rmse  0.4397  df(ActivateDay.Avg) 4.6021
               valid loss 8.200659  auc  0.7796  rmse  0.4427  df(ActivateDay.Avg) 4.8250
     train: epoch 40 loss 24.762470  auc  0.7750  rmse  0.4399  df(ActivateDay.Avg) 4.6148
               valid loss 8.164386  auc  0.7806  rmse  0.4386  df(ActivateDay.Avg) 4.6858
     train: epoch 41 loss 24.757799  auc  0.7755  rmse  0.4400  df(ActivateDay.Avg) 4.6048
               valid loss 8.181451  auc  0.7800  rmse  0.4409  df(ActivateDay.Avg) 4.7780
     train: epoch 42 loss 24.760733  auc  0.7751  rmse  0.4391  df(ActivateDay.Avg) 4.6042
               valid loss 8.179836  auc  0.7798  rmse  0.4405  df(ActivateDay.Avg) 4.7283
     train: epoch 43 loss 24.760006  auc  0.7752  rmse  0.4396  df(ActivateDay.Avg) 4.6032
               valid loss 8.168977  auc  0.7804  rmse  0.4443  df(ActivateDay.Avg) 4.7965
     train: epoch 44 loss 24.766343  auc  0.7755  rmse  0.4412  df(ActivateDay.Avg) 4.6257
               valid loss 8.164958  auc  0.7803  rmse  0.4384  df(ActivateDay.Avg) 4.7023
     train: epoch 45 loss 24.755009  auc  0.7755  rmse  0.4392  df(ActivateDay.Avg) 4.5990
               valid loss 8.169522  auc  0.7800  rmse  0.4401  df(ActivateDay.Avg) 4.7401
     train: epoch 46 loss 24.762824  auc  0.7754  rmse  0.4399  df(ActivateDay.Avg) 4.6100
               valid loss 8.166475  auc  0.7804  rmse  0.4406  df(ActivateDay.Avg) 4.7182
     train: epoch 47 loss 24.761152  auc  0.7754  rmse  0.4395  df(ActivateDay.Avg) 4.6019
               valid loss 8.172211  auc  0.7803  rmse  0.4428  df(ActivateDay.Avg) 4.7767
     train: epoch 48 loss 24.759724  auc  0.7757  rmse  0.4406  df(ActivateDay.Avg) 4.6180
               valid loss 8.182557  auc  0.7800  rmse  0.4412  df(ActivateDay.Avg) 4.7812
     train: epoch 49 loss 24.751861  auc  0.7756  rmse  0.4397  df(ActivateDay.Avg) 4.6072
               valid loss 8.172691  auc  0.7802  rmse  0.4410  df(ActivateDay.Avg) 4.7672
     train: epoch 50 loss 24.763688  auc  0.7755  rmse  0.4396  df(ActivateDay.Avg) 4.6071
               valid loss 8.175346  auc  0.7802  rmse  0.4414  df(ActivateDay.Avg) 4.7386
     train: epoch 51 loss 24.751713  auc  0.7753  rmse  0.4404  df(ActivateDay.Avg) 4.6155
               valid loss 8.173898  auc  0.7801  rmse  0.4389  df(ActivateDay.Avg) 4.6898
     train: epoch 52 loss 24.754873  auc  0.7755  rmse  0.4385  df(ActivateDay.Avg) 4.5915
               valid loss 8.167325  auc  0.7804  rmse  0.4428  df(ActivateDay.Avg) 4.7539
     train: epoch 53 loss 24.746055  auc  0.7748  rmse  0.4408  df(ActivateDay.Avg) 4.6201
               valid loss 8.171008  auc  0.7797  rmse  0.4403  df(ActivateDay.Avg) 4.7207
     train: epoch 54 loss 24.763284  auc  0.7752  rmse  0.4404  df(ActivateDay.Avg) 4.6125
               valid loss 8.169901  auc  0.7804  rmse  0.4411  df(ActivateDay.Avg) 4.7664
     train: epoch 55 loss 24.756085  auc  0.7758  rmse  0.4408  df(ActivateDay.Avg) 4.6235
               valid loss 8.177692  auc  0.7798  rmse  0.4368  df(ActivateDay.Avg) 4.6614
     train: epoch 56 loss 24.755898  auc  0.7750  rmse  0.4395  df(ActivateDay.Avg) 4.6002
               valid loss 8.179632  auc  0.7799  rmse  0.4396  df(ActivateDay.Avg) 4.7242
     train: epoch 57 loss 24.754305  auc  0.7753  rmse  0.4394  df(ActivateDay.Avg) 4.6068
               valid loss 8.166373  auc  0.7802  rmse  0.4395  df(ActivateDay.Avg) 4.7041
     train: epoch 58 loss 24.751853  auc  0.7752  rmse  0.4389  df(ActivateDay.Avg) 4.5962
               valid loss 8.167451  auc  0.7800  rmse  0.4421  df(ActivateDay.Avg) 4.7367
     train: epoch 59 loss 24.754353  auc  0.7753  rmse  0.4403  df(ActivateDay.Avg) 4.6133
               valid loss 8.168217  auc  0.7805  rmse  0.4407  df(ActivateDay.Avg) 4.7259
     train: epoch 60 loss 24.752690  auc  0.7757  rmse  0.4398  df(ActivateDay.Avg) 4.6051
               valid loss 8.181463  auc  0.7799  rmse  0.4444  df(ActivateDay.Avg) 4.8267
     train: epoch 61 loss 24.749555  auc  0.7755  rmse  0.4394  df(ActivateDay.Avg) 4.6062
               valid loss 8.163180  auc  0.7805  rmse  0.4430  df(ActivateDay.Avg) 4.7455
     train: epoch 62 loss 24.746915  auc  0.7756  rmse  0.4418  df(ActivateDay.Avg) 4.6318
               valid loss 8.170205  auc  0.7802  rmse  0.4370  df(ActivateDay.Avg) 4.6443
     train: epoch 63 loss 24.755212  auc  0.7755  rmse  0.4393  df(ActivateDay.Avg) 4.5996
               valid loss 8.168005  auc  0.7799  rmse  0.4406  df(ActivateDay.Avg) 4.7354
     train: epoch 64 loss 24.757001  auc  0.7753  rmse  0.4396  df(ActivateDay.Avg) 4.6072
               valid loss 8.170862  auc  0.7797  rmse  0.4413  df(ActivateDay.Avg) 4.7357
     train: epoch 65 loss 24.747130  auc  0.7755  rmse  0.4398  df(ActivateDay.Avg) 4.6076
               valid loss 8.172806  auc  0.7798  rmse  0.4406  df(ActivateDay.Avg) 4.7292
     train: epoch 66 loss 24.751514  auc  0.7752  rmse  0.4391  df(ActivateDay.Avg) 4.5995
               valid loss 8.171849  auc  0.7804  rmse  0.4438  df(ActivateDay.Avg) 4.8028
     train: epoch 67 loss 24.752828  auc  0.7754  rmse  0.4413  df(ActivateDay.Avg) 4.6259
               valid loss 8.182618  auc  0.7794  rmse  0.4404  df(ActivateDay.Avg) 4.7653
     train: epoch 68 loss 24.755668  auc  0.7752  rmse  0.4394  df(ActivateDay.Avg) 4.6034
               valid loss 8.165355  auc  0.7802  rmse  0.4402  df(ActivateDay.Avg) 4.7356
     train: epoch 69 loss 24.743461  auc  0.7755  rmse  0.4399  df(ActivateDay.Avg) 4.6100
               valid loss 8.169662  auc  0.7804  rmse  0.4382  df(ActivateDay.Avg) 4.6603
     train: epoch 70 loss 24.748381  auc  0.7757  rmse  0.4401  df(ActivateDay.Avg) 4.6106
               valid loss 8.174585  auc  0.7798  rmse  0.4380  df(ActivateDay.Avg) 4.6710
     train: epoch 71 loss 24.747588  auc  0.7754  rmse  0.4383  df(ActivateDay.Avg) 4.5888
               valid loss 8.174693  auc  0.7800  rmse  0.4433  df(ActivateDay.Avg) 4.7660
     train: epoch 72 loss 24.751364  auc  0.7756  rmse  0.4403  df(ActivateDay.Avg) 4.6129
               valid loss 8.167977  auc  0.7803  rmse  0.4429  df(ActivateDay.Avg) 4.7682
     train: epoch 73 loss 24.743841  auc  0.7758  rmse  0.4402  df(ActivateDay.Avg) 4.6075
               valid loss 8.192111  auc  0.7800  rmse  0.4446  df(ActivateDay.Avg) 4.8475
     train: epoch 74 loss 24.743700  auc  0.7756  rmse  0.4404  df(ActivateDay.Avg) 4.6179
               valid loss 8.178307  auc  0.7798  rmse  0.4418  df(ActivateDay.Avg) 4.7823
     train: epoch 75 loss 24.752718  auc  0.7752  rmse  0.4400  df(ActivateDay.Avg) 4.6119
               valid loss 8.167312  auc  0.7801  rmse  0.4404  df(ActivateDay.Avg) 4.7344
     train: epoch 76 loss 24.751232  auc  0.7754  rmse  0.4393  df(ActivateDay.Avg) 4.6032
               valid loss 8.165711  auc  0.7803  rmse  0.4415  df(ActivateDay.Avg) 4.7245
     train: epoch 77 loss 24.750612  auc  0.7754  rmse  0.4405  df(ActivateDay.Avg) 4.6130
               valid loss 8.170562  auc  0.7798  rmse  0.4404  df(ActivateDay.Avg) 4.7594
     train: epoch 78 loss 24.743173  auc  0.7755  rmse  0.4386  df(ActivateDay.Avg) 4.5959
               valid loss 8.167911  auc  0.7803  rmse  0.4430  df(ActivateDay.Avg) 4.7435
     train: epoch 79 loss 24.746714  auc  0.7755  rmse  0.4414  df(ActivateDay.Avg) 4.6263
               valid loss 8.163563  auc  0.7802  rmse  0.4383  df(ActivateDay.Avg) 4.6871
     train: epoch 80 loss 24.744251  auc  0.7751  rmse  0.4393  df(ActivateDay.Avg) 4.6014
               valid loss 8.170127  auc  0.7803  rmse  0.4411  df(ActivateDay.Avg) 4.7521
     train: epoch 81 loss 24.748406  auc  0.7752  rmse  0.4395  df(ActivateDay.Avg) 4.6056
               valid loss 8.162384  auc  0.7804  rmse  0.4414  df(ActivateDay.Avg) 4.7277
     train: epoch 82 loss 24.748925  auc  0.7754  rmse  0.4399  df(ActivateDay.Avg) 4.6118
               valid loss 8.167509  auc  0.7802  rmse  0.4411  df(ActivateDay.Avg) 4.7146
     train: epoch 83 loss 24.746297  auc  0.7755  rmse  0.4409  df(ActivateDay.Avg) 4.6181
               valid loss 8.180264  auc  0.7801  rmse  0.4388  df(ActivateDay.Avg) 4.7258
     train: epoch 84 loss 24.749745  auc  0.7753  rmse  0.4388  df(ActivateDay.Avg) 4.5960
               valid loss 8.166368  auc  0.7807  rmse  0.4433  df(ActivateDay.Avg) 4.7935
     train: epoch 85 loss 24.747932  auc  0.7757  rmse  0.4400  df(ActivateDay.Avg) 4.6140
               valid loss 8.179567  auc  0.7798  rmse  0.4409  df(ActivateDay.Avg) 4.7259
     train: epoch 86 loss 24.749437  auc  0.7754  rmse  0.4399  df(ActivateDay.Avg) 4.6101
               valid loss 8.160897  auc  0.7805  rmse  0.4411  df(ActivateDay.Avg) 4.7440
     train: epoch 87 loss 24.733935  auc  0.7759  rmse  0.4393  df(ActivateDay.Avg) 4.6023
               valid loss 8.172887  auc  0.7800  rmse  0.4416  df(ActivateDay.Avg) 4.7125
     train: epoch 88 loss 24.747069  auc  0.7752  rmse  0.4403  df(ActivateDay.Avg) 4.6123
               valid loss 8.167370  auc  0.7802  rmse  0.4414  df(ActivateDay.Avg) 4.7610
     train: epoch 89 loss 24.753278  auc  0.7755  rmse  0.4407  df(ActivateDay.Avg) 4.6226
               valid loss 8.173217  auc  0.7802  rmse  0.4388  df(ActivateDay.Avg) 4.7160
     train: epoch 90 loss 24.747653  auc  0.7755  rmse  0.4397  df(ActivateDay.Avg) 4.6064
               valid loss 8.160611  auc  0.7804  rmse  0.4385  df(ActivateDay.Avg) 4.6918
     train: epoch 91 loss 24.744400  auc  0.7755  rmse  0.4401  df(ActivateDay.Avg) 4.6104
               valid loss 8.172114  auc  0.7798  rmse  0.4398  df(ActivateDay.Avg) 4.7400
     train: epoch 92 loss 24.750543  auc  0.7753  rmse  0.4400  df(ActivateDay.Avg) 4.6115
               valid loss 8.159227  auc  0.7808  rmse  0.4395  df(ActivateDay.Avg) 4.7300
                test loss 22.182459  auc  0.7738  rmse  0.4369  df(ActivateDay.Avg) 4.6339
     train: epoch 93 loss 24.737152  auc  0.7755  rmse  0.4390  df(ActivateDay.Avg) 4.5978
               valid loss 8.166293  auc  0.7802  rmse  0.4414  df(ActivateDay.Avg) 4.7358
     train: epoch 94 loss 24.740257  auc  0.7757  rmse  0.4397  df(ActivateDay.Avg) 4.6082
               valid loss 8.174417  auc  0.7801  rmse  0.4400  df(ActivateDay.Avg) 4.6837
     train: epoch 95 loss 24.746608  auc  0.7758  rmse  0.4400  df(ActivateDay.Avg) 4.6090
               valid loss 8.167076  auc  0.7801  rmse  0.4413  df(ActivateDay.Avg) 4.7390
     train: epoch 96 loss 24.752198  auc  0.7751  rmse  0.4395  df(ActivateDay.Avg) 4.6068
               valid loss 8.167279  auc  0.7802  rmse  0.4424  df(ActivateDay.Avg) 4.7368
     train: epoch 97 loss 24.752128  auc  0.7754  rmse  0.4405  df(ActivateDay.Avg) 4.6147
               valid loss 8.167888  auc  0.7804  rmse  0.4413  df(ActivateDay.Avg) 4.7559
     train: epoch 98 loss 24.749582  auc  0.7758  rmse  0.4402  df(ActivateDay.Avg) 4.6134
               valid loss 8.162133  auc  0.7806  rmse  0.4395  df(ActivateDay.Avg) 4.7341
     train: epoch 99 loss 24.745103  auc  0.7758  rmse  0.4397  df(ActivateDay.Avg) 4.6093
               valid loss 8.161522  auc  0.7803  rmse  0.4394  df(ActivateDay.Avg) 4.7081
best_epoch:  92.0000
best_valid_auc 0.7808 best_valid_rmse 0.4395 best_valid_df 4.7300 
best_auc 0.7738 rmse 0.4369 df 4.6339
