{'model_name': 'LR', 'embedding_size': 32, 'seed': 1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 0, 'dropout_p': 0.2, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23234,  6098,  3407,  2410,  1978,  1630,  1340,  1008,   816,
         651,   496,   359,   271,   194,   143,    95,    81,    65,
          32,    27,    21,    15,    10,    15])}
               valid loss 9.838736  auc  0.7687  rmse  0.4547  df(ActivateDay.Avg) 5.1120
     train: epoch 21 loss 0.599490  auc  0.7668  rmse  0.1176  df(ActivateDay.Avg) 0.0003
               valid loss 9.841562  auc  0.7563  rmse  0.4547  df(ActivateDay.Avg) 5.1128
     train: epoch 22 loss 0.603499  auc  0.7663  rmse  0.1180  df(ActivateDay.Avg) 0.0004
               valid loss 9.841868  auc  0.7661  rmse  0.4554  df(ActivateDay.Avg) 5.1220
     train: epoch 23 loss 0.597929  auc  0.7689  rmse  0.1175  df(ActivateDay.Avg) 0.0019
               valid loss 9.843858  auc  0.7694  rmse  0.4536  df(ActivateDay.Avg) 5.0971
     train: epoch 24 loss 0.592965  auc  0.7693  rmse  0.1170  df(ActivateDay.Avg) 0.0006
               valid loss 9.823527  auc  0.7696  rmse  0.4534  df(ActivateDay.Avg) 5.0988
     train: epoch 25 loss 0.592286  auc  0.7690  rmse  0.1169  df(ActivateDay.Avg) 0.0007
               valid loss 9.845379  auc  0.7689  rmse  0.4548  df(ActivateDay.Avg) 5.1121
     train: epoch 26 loss 0.597156  auc  0.7710  rmse  0.1174  df(ActivateDay.Avg) 0.0016
               valid loss 9.844624  auc  0.7655  rmse  0.4527  df(ActivateDay.Avg) 5.0866
     train: epoch 27 loss 0.590436  auc  0.7710  rmse  0.1167  df(ActivateDay.Avg) 0.0011
               valid loss 9.809719  auc  0.7614  rmse  0.4535  df(ActivateDay.Avg) 5.1023
     train: epoch 28 loss 0.596949  auc  0.7700  rmse  0.1174  df(ActivateDay.Avg) 0.0005
               valid loss 9.808708  auc  0.7676  rmse  0.4550  df(ActivateDay.Avg) 5.1198
     train: epoch 29 loss 0.594221  auc  0.7709  rmse  0.1171  df(ActivateDay.Avg) 0.0014
               valid loss 9.844110  auc  0.7663  rmse  0.4536  df(ActivateDay.Avg) 5.0985
     train: epoch 30 loss 0.591165  auc  0.7695  rmse  0.1168  df(ActivateDay.Avg) 0.0005
               valid loss 9.833663  auc  0.7689  rmse  0.4537  df(ActivateDay.Avg) 5.1007
     train: epoch 31 loss 0.591869  auc  0.7704  rmse  0.1169  df(ActivateDay.Avg) 0.0006
               valid loss 9.821252  auc  0.7665  rmse  0.4545  df(ActivateDay.Avg) 5.1118
     train: epoch 32 loss 0.595580  auc  0.7696  rmse  0.1172  df(ActivateDay.Avg) 0.0009
               valid loss 9.879185  auc  0.7685  rmse  0.4544  df(ActivateDay.Avg) 5.1024
     train: epoch 33 loss 0.593015  auc  0.7700  rmse  0.1170  df(ActivateDay.Avg) 0.0013
               valid loss 9.822718  auc  0.7703  rmse  0.4544  df(ActivateDay.Avg) 5.1104
     train: epoch 34 loss 0.594207  auc  0.7697  rmse  0.1171  df(ActivateDay.Avg) 0.0004
               valid loss 9.830142  auc  0.7696  rmse  0.4542  df(ActivateDay.Avg) 5.1076
     train: epoch 35 loss 0.592707  auc  0.7703  rmse  0.1169  df(ActivateDay.Avg) 0.0008
               valid loss 9.832658  auc  0.7708  rmse  0.4551  df(ActivateDay.Avg) 5.1188
     train: epoch 36 loss 0.593077  auc  0.7707  rmse  0.1170  df(ActivateDay.Avg) 0.0010
               valid loss 9.843383  auc  0.7692  rmse  0.4541  df(ActivateDay.Avg) 5.1033
     train: epoch 37 loss 0.594671  auc  0.7716  rmse  0.1171  df(ActivateDay.Avg) 0.0013
               valid loss 9.831384  auc  0.7701  rmse  0.4558  df(ActivateDay.Avg) 5.1270
     train: epoch 38 loss 0.592092  auc  0.7704  rmse  0.1169  df(ActivateDay.Avg) 0.0008
               valid loss 9.846216  auc  0.7709  rmse  0.4557  df(ActivateDay.Avg) 5.1246
     train: epoch 39 loss 0.590201  auc  0.7707  rmse  0.1167  df(ActivateDay.Avg) 0.0016
               valid loss 9.904129  auc  0.7394  rmse  0.4560  df(ActivateDay.Avg) 5.1155
     train: epoch 40 loss 0.593732  auc  0.7708  rmse  0.1170  df(ActivateDay.Avg) 0.0007
               valid loss 9.828923  auc  0.7714  rmse  0.4539  df(ActivateDay.Avg) 5.1042
     train: epoch 41 loss 0.589309  auc  0.7723  rmse  0.1166  df(ActivateDay.Avg) 0.0003
               valid loss 9.839472  auc  0.7699  rmse  0.4537  df(ActivateDay.Avg) 5.1004
     train: epoch 42 loss 0.594064  auc  0.7699  rmse  0.1171  df(ActivateDay.Avg) 0.0013
               valid loss 9.820872  auc  0.7701  rmse  0.4557  df(ActivateDay.Avg) 5.1283
     train: epoch 43 loss 0.594349  auc  0.7710  rmse  0.1171  df(ActivateDay.Avg) 0.0012
               valid loss 9.811698  auc  0.7710  rmse  0.4536  df(ActivateDay.Avg) 5.1032
     train: epoch 44 loss 0.592808  auc  0.7709  rmse  0.1169  df(ActivateDay.Avg) 0.0002
               valid loss 9.863366  auc  0.7667  rmse  0.4545  df(ActivateDay.Avg) 5.1062
     train: epoch 45 loss 0.590213  auc  0.7715  rmse  0.1167  df(ActivateDay.Avg) 0.0008
               valid loss 9.811907  auc  0.7710  rmse  0.4542  df(ActivateDay.Avg) 5.1105
     train: epoch 46 loss 0.598727  auc  0.7681  rmse  0.1175  df(ActivateDay.Avg) 0.0003
               valid loss 9.845769  auc  0.7690  rmse  0.4547  df(ActivateDay.Avg) 5.1123
     train: epoch 47 loss 0.593226  auc  0.7715  rmse  0.1170  df(ActivateDay.Avg) 0.0001
               valid loss 9.841886  auc  0.7686  rmse  0.4550  df(ActivateDay.Avg) 5.1155
     train: epoch 48 loss 0.590098  auc  0.7715  rmse  0.1167  df(ActivateDay.Avg) 0.0001
               valid loss 9.816909  auc  0.7685  rmse  0.4555  df(ActivateDay.Avg) 5.1250
     train: epoch 49 loss 0.592085  auc  0.7709  rmse  0.1169  df(ActivateDay.Avg) 0.0002
               valid loss 9.821469  auc  0.7700  rmse  0.4555  df(ActivateDay.Avg) 5.1250
     train: epoch 50 loss 0.590588  auc  0.7699  rmse  0.1167  df(ActivateDay.Avg) 0.0003
               valid loss 9.832433  auc  0.7704  rmse  0.4555  df(ActivateDay.Avg) 5.1233
     train: epoch 51 loss 0.594175  auc  0.7714  rmse  0.1171  df(ActivateDay.Avg) 0.0011
               valid loss 9.872223  auc  0.7669  rmse  0.4541  df(ActivateDay.Avg) 5.0992
     train: epoch 52 loss 0.592335  auc  0.7704  rmse  0.1169  df(ActivateDay.Avg) 0.0011
               valid loss 9.845704  auc  0.7656  rmse  0.4548  df(ActivateDay.Avg) 5.1123
     train: epoch 53 loss 0.595961  auc  0.7698  rmse  0.1173  df(ActivateDay.Avg) 0.0011
               valid loss 9.833706  auc  0.7690  rmse  0.4538  df(ActivateDay.Avg) 5.1020
     train: epoch 54 loss 0.590041  auc  0.7719  rmse  0.1167  df(ActivateDay.Avg) 0.0003
               valid loss 9.861599  auc  0.7689  rmse  0.4534  df(ActivateDay.Avg) 5.0929
     train: epoch 55 loss 0.593009  auc  0.7710  rmse  0.1170  df(ActivateDay.Avg) 0.0013
               valid loss 9.835970  auc  0.7711  rmse  0.4555  df(ActivateDay.Avg) 5.1235
     train: epoch 56 loss 0.588957  auc  0.7705  rmse  0.1166  df(ActivateDay.Avg) 0.0007
               valid loss 9.826350  auc  0.7721  rmse  0.4559  df(ActivateDay.Avg) 5.1300
     train: epoch 57 loss 0.592026  auc  0.7708  rmse  0.1169  df(ActivateDay.Avg) 0.0004
               valid loss 9.826250  auc  0.7702  rmse  0.4554  df(ActivateDay.Avg) 5.1229
     train: epoch 58 loss 0.594064  auc  0.7713  rmse  0.1171  df(ActivateDay.Avg) 0.0014
               valid loss 9.850763  auc  0.7709  rmse  0.4549  df(ActivateDay.Avg) 5.1127
     train: epoch 59 loss 0.590918  auc  0.7703  rmse  0.1168  df(ActivateDay.Avg) 0.0002
               valid loss 9.855454  auc  0.7625  rmse  0.4547  df(ActivateDay.Avg) 5.1096
     train: epoch 60 loss 0.596862  auc  0.7703  rmse  0.1173  df(ActivateDay.Avg) 0.0006
               valid loss 9.877316  auc  0.7650  rmse  0.4538  df(ActivateDay.Avg) 5.0946
     train: epoch 61 loss 0.592231  auc  0.7705  rmse  0.1169  df(ActivateDay.Avg) 0.0011
               valid loss 9.822626  auc  0.7694  rmse  0.4549  df(ActivateDay.Avg) 5.1182
     train: epoch 62 loss 0.590322  auc  0.7704  rmse  0.1167  df(ActivateDay.Avg) 0.0013
               valid loss 9.855430  auc  0.7686  rmse  0.4545  df(ActivateDay.Avg) 5.1075
     train: epoch 63 loss 0.591469  auc  0.7716  rmse  0.1168  df(ActivateDay.Avg) 0.0009
               valid loss 9.839624  auc  0.7691  rmse  0.4542  df(ActivateDay.Avg) 5.1055
     train: epoch 64 loss 0.597224  auc  0.7704  rmse  0.1174  df(ActivateDay.Avg) 0.0009
               valid loss 9.853750  auc  0.7699  rmse  0.4554  df(ActivateDay.Avg) 5.1189
     train: epoch 65 loss 0.595085  auc  0.7703  rmse  0.1172  df(ActivateDay.Avg) 0.0017
               valid loss 9.848912  auc  0.7708  rmse  0.4544  df(ActivateDay.Avg) 5.1068
     train: epoch 66 loss 0.591383  auc  0.7713  rmse  0.1168  df(ActivateDay.Avg) 0.0011
               valid loss 9.815964  auc  0.7678  rmse  0.4541  df(ActivateDay.Avg) 5.1079
     train: epoch 67 loss 0.593112  auc  0.7695  rmse  0.1170  df(ActivateDay.Avg) 0.0004
               valid loss 9.820540  auc  0.7718  rmse  0.4550  df(ActivateDay.Avg) 5.1194
     train: epoch 68 loss 0.594683  auc  0.7701  rmse  0.1171  df(ActivateDay.Avg) 0.0001
               valid loss 9.833220  auc  0.7705  rmse  0.4550  df(ActivateDay.Avg) 5.1179
     train: epoch 69 loss 0.590829  auc  0.7713  rmse  0.1168  df(ActivateDay.Avg) 0.0001
               valid loss 9.803968  auc  0.7698  rmse  0.4553  df(ActivateDay.Avg) 5.1240
     train: epoch 70 loss 0.591600  auc  0.7706  rmse  0.1168  df(ActivateDay.Avg) 0.0009
               valid loss 9.875767  auc  0.7687  rmse  0.4547  df(ActivateDay.Avg) 5.1061
     train: epoch 71 loss 0.590138  auc  0.7704  rmse  0.1167  df(ActivateDay.Avg) 0.0003
               valid loss 9.818756  auc  0.7686  rmse  0.4552  df(ActivateDay.Avg) 5.1222
     train: epoch 72 loss 0.595163  auc  0.7705  rmse  0.1172  df(ActivateDay.Avg) 0.0001
               valid loss 9.881084  auc  0.7644  rmse  0.4561  df(ActivateDay.Avg) 5.1226
     train: epoch 73 loss 0.590072  auc  0.7719  rmse  0.1167  df(ActivateDay.Avg) 0.0007
               valid loss 9.839121  auc  0.7692  rmse  0.4555  df(ActivateDay.Avg) 5.1228
     train: epoch 74 loss 0.590148  auc  0.7712  rmse  0.1167  df(ActivateDay.Avg) 0.0018
               valid loss 9.821173  auc  0.7694  rmse  0.4535  df(ActivateDay.Avg) 5.1004
     train: epoch 75 loss 0.590440  auc  0.7697  rmse  0.1167  df(ActivateDay.Avg) 0.0017
               valid loss 9.812774  auc  0.7694  rmse  0.4556  df(ActivateDay.Avg) 5.1279
     train: epoch 76 loss 0.595018  auc  0.7706  rmse  0.1172  df(ActivateDay.Avg) 0.0013
               valid loss 9.857046  auc  0.7687  rmse  0.4550  df(ActivateDay.Avg) 5.1132
     train: epoch 77 loss 0.591054  auc  0.7711  rmse  0.1168  df(ActivateDay.Avg) 0.0009
               valid loss 9.808754  auc  0.7666  rmse  0.4545  df(ActivateDay.Avg) 5.1143
     train: epoch 78 loss 0.593829  auc  0.7710  rmse  0.1170  df(ActivateDay.Avg) 0.0009
               valid loss 9.824169  auc  0.7705  rmse  0.4547  df(ActivateDay.Avg) 5.1142
     train: epoch 79 loss 0.593115  auc  0.7719  rmse  0.1170  df(ActivateDay.Avg) 0.0004
               valid loss 9.828706  auc  0.7701  rmse  0.4542  df(ActivateDay.Avg) 5.1078
     train: epoch 80 loss 0.593624  auc  0.7705  rmse  0.1170  df(ActivateDay.Avg) 0.0003
               valid loss 9.844146  auc  0.7693  rmse  0.4548  df(ActivateDay.Avg) 5.1122
     train: epoch 81 loss 0.590894  auc  0.7711  rmse  0.1168  df(ActivateDay.Avg) 0.0002
               valid loss 9.825577  auc  0.7697  rmse  0.4549  df(ActivateDay.Avg) 5.1170
     train: epoch 82 loss 0.593650  auc  0.7698  rmse  0.1170  df(ActivateDay.Avg) 0.0004
               valid loss 9.824030  auc  0.7691  rmse  0.4543  df(ActivateDay.Avg) 5.1101
     train: epoch 83 loss 0.590103  auc  0.7710  rmse  0.1167  df(ActivateDay.Avg) 0.0009
               valid loss 9.835378  auc  0.7709  rmse  0.4551  df(ActivateDay.Avg) 5.1184
     train: epoch 84 loss 0.593526  auc  0.7707  rmse  0.1170  df(ActivateDay.Avg) 0.0001
               valid loss 9.843060  auc  0.7689  rmse  0.4548  df(ActivateDay.Avg) 5.1127
     train: epoch 85 loss 0.589147  auc  0.7706  rmse  0.1166  df(ActivateDay.Avg) 0.0015
               valid loss 9.855794  auc  0.7706  rmse  0.4541  df(ActivateDay.Avg) 5.1024
     train: epoch 86 loss 0.595105  auc  0.7705  rmse  0.1172  df(ActivateDay.Avg) 0.0009
               valid loss 9.837395  auc  0.7703  rmse  0.4553  df(ActivateDay.Avg) 5.1206
     train: epoch 87 loss 0.594546  auc  0.7703  rmse  0.1171  df(ActivateDay.Avg) 0.0000
               valid loss 9.828068  auc  0.7691  rmse  0.4544  df(ActivateDay.Avg) 5.1102
     train: epoch 88 loss 0.589796  auc  0.7708  rmse  0.1167  df(ActivateDay.Avg) 0.0004
               valid loss 9.828625  auc  0.7685  rmse  0.4547  df(ActivateDay.Avg) 5.1128
     train: epoch 89 loss 0.594973  auc  0.7703  rmse  0.1172  df(ActivateDay.Avg) 0.0005
               valid loss 9.846894  auc  0.7706  rmse  0.4558  df(ActivateDay.Avg) 5.1254
     train: epoch 90 loss 0.595338  auc  0.7716  rmse  0.1172  df(ActivateDay.Avg) 0.0003
               valid loss 9.813007  auc  0.7695  rmse  0.4549  df(ActivateDay.Avg) 5.1190
     train: epoch 91 loss 0.587889  auc  0.7711  rmse  0.1165  df(ActivateDay.Avg) 0.0005
               valid loss 9.813069  auc  0.7676  rmse  0.4555  df(ActivateDay.Avg) 5.1260
     train: epoch 92 loss 0.594501  auc  0.7707  rmse  0.1171  df(ActivateDay.Avg) 0.0010
               valid loss 9.845954  auc  0.7639  rmse  0.4548  df(ActivateDay.Avg) 5.1124
     train: epoch 93 loss 0.596148  auc  0.7716  rmse  0.1173  df(ActivateDay.Avg) 0.0001
               valid loss 9.817449  auc  0.7659  rmse  0.4543  df(ActivateDay.Avg) 5.1099
     train: epoch 94 loss 0.592408  auc  0.7706  rmse  0.1169  df(ActivateDay.Avg) 0.0005
               valid loss 9.846917  auc  0.7708  rmse  0.4539  df(ActivateDay.Avg) 5.1014
     train: epoch 95 loss 0.589986  auc  0.7720  rmse  0.1167  df(ActivateDay.Avg) 0.0004
               valid loss 9.828504  auc  0.7688  rmse  0.4540  df(ActivateDay.Avg) 5.1046
     train: epoch 96 loss 0.592024  auc  0.7712  rmse  0.1169  df(ActivateDay.Avg) 0.0003
               valid loss 9.854908  auc  0.7687  rmse  0.4550  df(ActivateDay.Avg) 5.1146
     train: epoch 97 loss 0.597611  auc  0.7707  rmse  0.1174  df(ActivateDay.Avg) 0.0004
               valid loss 9.840836  auc  0.7695  rmse  0.4542  df(ActivateDay.Avg) 5.1058
     train: epoch 98 loss 0.588423  auc  0.7708  rmse  0.1165  df(ActivateDay.Avg) 0.0007
               valid loss 9.825679  auc  0.7593  rmse  0.4554  df(ActivateDay.Avg) 5.1218
     train: epoch 99 loss 0.592710  auc  0.7710  rmse  0.1169  df(ActivateDay.Avg) 0.0005
               valid loss 9.837252  auc  0.7679  rmse  0.4548  df(ActivateDay.Avg) 5.1145
best_epoch:  2.0000
best_valid_auc 0.7401 best_valid_rmse 0.4511 best_valid_df 5.0945 
best_auc 0.7398 rmse 0.4518 df 5.1381
