{'model_name': 'LR', 'embedding_size': 32, 'seed': 1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'dropout_p': 0.2, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23234,  6098,  3407,  2410,  1978,  1630,  1340,  1008,   816,
         651,   496,   359,   271,   194,   143,    95,    81,    65,
          32,    27,    21,    15,    10,    15])}
      train: epoch 6 loss 24.915706  auc  0.7722  rmse  0.4415  df(ActivateDay.Avg) 4.6229
               valid loss 8.323953  auc  0.7706  rmse  0.4439  df(ActivateDay.Avg) 4.7436
      train: epoch 7 loss 24.832326  auc  0.7741  rmse  0.4401  df(ActivateDay.Avg) 4.6148
               valid loss 8.303439  auc  0.7726  rmse  0.4437  df(ActivateDay.Avg) 4.6151
                test loss 22.316964  auc  0.7717  rmse  0.4412  df(ActivateDay.Avg) 4.6255
      train: epoch 8 loss 24.821029  auc  0.7742  rmse  0.4412  df(ActivateDay.Avg) 4.6315
               valid loss 8.329380  auc  0.7719  rmse  0.4402  df(ActivateDay.Avg) 4.5694
      train: epoch 9 loss 24.813080  auc  0.7744  rmse  0.4414  df(ActivateDay.Avg) 4.6342
               valid loss 8.325273  auc  0.7711  rmse  0.4362  df(ActivateDay.Avg) 4.5202
     train: epoch 10 loss 24.791606  auc  0.7753  rmse  0.4391  df(ActivateDay.Avg) 4.6093
               valid loss 8.287208  auc  0.7725  rmse  0.4397  df(ActivateDay.Avg) 4.5782
     train: epoch 11 loss 24.771331  auc  0.7754  rmse  0.4398  df(ActivateDay.Avg) 4.6190
               valid loss 8.279609  auc  0.7730  rmse  0.4424  df(ActivateDay.Avg) 4.6590
                test loss 22.260626  auc  0.7710  rmse  0.4404  df(ActivateDay.Avg) 4.6738
     train: epoch 12 loss 24.745754  auc  0.7753  rmse  0.4397  df(ActivateDay.Avg) 4.6200
               valid loss 8.294410  auc  0.7731  rmse  0.4413  df(ActivateDay.Avg) 4.6361
                test loss 22.182104  auc  0.7726  rmse  0.4391  df(ActivateDay.Avg) 4.6469
     train: epoch 13 loss 24.729571  auc  0.7761  rmse  0.4401  df(ActivateDay.Avg) 4.6292
               valid loss 8.264876  auc  0.7743  rmse  0.4404  df(ActivateDay.Avg) 4.6185
                test loss 22.137795  auc  0.7731  rmse  0.4385  df(ActivateDay.Avg) 4.6341
     train: epoch 14 loss 24.727681  auc  0.7757  rmse  0.4387  df(ActivateDay.Avg) 4.6109
               valid loss 8.291984  auc  0.7738  rmse  0.4400  df(ActivateDay.Avg) 4.5754
     train: epoch 15 loss 24.712156  auc  0.7763  rmse  0.4403  df(ActivateDay.Avg) 4.6312
               valid loss 8.302942  auc  0.7723  rmse  0.4402  df(ActivateDay.Avg) 4.6293
     train: epoch 16 loss 24.717324  auc  0.7762  rmse  0.4396  df(ActivateDay.Avg) 4.6240
               valid loss 8.288364  auc  0.7734  rmse  0.4386  df(ActivateDay.Avg) 4.5734
     train: epoch 17 loss 24.696151  auc  0.7771  rmse  0.4394  df(ActivateDay.Avg) 4.6222
               valid loss 8.268654  auc  0.7738  rmse  0.4398  df(ActivateDay.Avg) 4.6213
     train: epoch 18 loss 24.687454  auc  0.7771  rmse  0.4389  df(ActivateDay.Avg) 4.6147
               valid loss 8.292791  auc  0.7735  rmse  0.4404  df(ActivateDay.Avg) 4.6600
     train: epoch 19 loss 24.690529  auc  0.7760  rmse  0.4391  df(ActivateDay.Avg) 4.6184
               valid loss 8.270541  auc  0.7742  rmse  0.4419  df(ActivateDay.Avg) 4.6541
     train: epoch 20 loss 24.687341  auc  0.7771  rmse  0.4404  df(ActivateDay.Avg) 4.6346
               valid loss 8.287721  auc  0.7735  rmse  0.4382  df(ActivateDay.Avg) 4.5912
     train: epoch 21 loss 24.682904  auc  0.7766  rmse  0.4392  df(ActivateDay.Avg) 4.6206
               valid loss 8.288805  auc  0.7736  rmse  0.4397  df(ActivateDay.Avg) 4.6370
     train: epoch 22 loss 24.682174  auc  0.7769  rmse  0.4397  df(ActivateDay.Avg) 4.6291
               valid loss 8.274964  auc  0.7742  rmse  0.4359  df(ActivateDay.Avg) 4.5706
     train: epoch 23 loss 24.685451  auc  0.7773  rmse  0.4383  df(ActivateDay.Avg) 4.6114
               valid loss 8.280050  auc  0.7741  rmse  0.4383  df(ActivateDay.Avg) 4.5796
     train: epoch 24 loss 24.677669  auc  0.7770  rmse  0.4403  df(ActivateDay.Avg) 4.6320
               valid loss 8.273611  auc  0.7739  rmse  0.4363  df(ActivateDay.Avg) 4.5703
     train: epoch 25 loss 24.687267  auc  0.7767  rmse  0.4381  df(ActivateDay.Avg) 4.6105
               valid loss 8.284128  auc  0.7738  rmse  0.4380  df(ActivateDay.Avg) 4.5974
     train: epoch 26 loss 24.680050  auc  0.7771  rmse  0.4399  df(ActivateDay.Avg) 4.6320
               valid loss 8.280474  auc  0.7735  rmse  0.4370  df(ActivateDay.Avg) 4.5824
     train: epoch 27 loss 24.665498  auc  0.7774  rmse  0.4381  df(ActivateDay.Avg) 4.6100
               valid loss 8.283552  auc  0.7737  rmse  0.4401  df(ActivateDay.Avg) 4.6051
     train: epoch 28 loss 24.668232  auc  0.7773  rmse  0.4388  df(ActivateDay.Avg) 4.6150
               valid loss 8.271888  auc  0.7742  rmse  0.4417  df(ActivateDay.Avg) 4.6556
     train: epoch 29 loss 24.670717  auc  0.7773  rmse  0.4390  df(ActivateDay.Avg) 4.6188
               valid loss 8.264578  auc  0.7745  rmse  0.4410  df(ActivateDay.Avg) 4.6123
                test loss 22.202948  auc  0.7735  rmse  0.4390  df(ActivateDay.Avg) 4.6278
     train: epoch 30 loss 24.671680  auc  0.7768  rmse  0.4392  df(ActivateDay.Avg) 4.6208
               valid loss 8.268580  auc  0.7740  rmse  0.4426  df(ActivateDay.Avg) 4.6760
     train: epoch 31 loss 24.668737  auc  0.7772  rmse  0.4398  df(ActivateDay.Avg) 4.6312
               valid loss 8.270712  auc  0.7743  rmse  0.4391  df(ActivateDay.Avg) 4.6187
     train: epoch 32 loss 24.662306  auc  0.7772  rmse  0.4392  df(ActivateDay.Avg) 4.6229
               valid loss 8.290065  auc  0.7740  rmse  0.4381  df(ActivateDay.Avg) 4.5567
     train: epoch 33 loss 24.657931  auc  0.7772  rmse  0.4388  df(ActivateDay.Avg) 4.6176
               valid loss 8.285736  auc  0.7742  rmse  0.4386  df(ActivateDay.Avg) 4.5105
     train: epoch 34 loss 24.662748  auc  0.7774  rmse  0.4394  df(ActivateDay.Avg) 4.6262
               valid loss 8.285529  auc  0.7743  rmse  0.4388  df(ActivateDay.Avg) 4.5660
     train: epoch 35 loss 24.671268  auc  0.7774  rmse  0.4386  df(ActivateDay.Avg) 4.6102
               valid loss 8.279588  auc  0.7740  rmse  0.4424  df(ActivateDay.Avg) 4.6949
     train: epoch 36 loss 24.664543  auc  0.7771  rmse  0.4397  df(ActivateDay.Avg) 4.6304
               valid loss 8.269907  auc  0.7746  rmse  0.4385  df(ActivateDay.Avg) 4.5911
                test loss 22.111738  auc  0.7740  rmse  0.4363  df(ActivateDay.Avg) 4.6045
     train: epoch 37 loss 24.663968  auc  0.7775  rmse  0.4389  df(ActivateDay.Avg) 4.6214
               valid loss 8.278907  auc  0.7743  rmse  0.4375  df(ActivateDay.Avg) 4.5516
     train: epoch 38 loss 24.653076  auc  0.7771  rmse  0.4390  df(ActivateDay.Avg) 4.6178
               valid loss 8.272269  auc  0.7742  rmse  0.4396  df(ActivateDay.Avg) 4.6132
     train: epoch 39 loss 24.659215  auc  0.7773  rmse  0.4387  df(ActivateDay.Avg) 4.6145
               valid loss 8.273053  auc  0.7742  rmse  0.4425  df(ActivateDay.Avg) 4.6720
     train: epoch 40 loss 24.654073  auc  0.7776  rmse  0.4389  df(ActivateDay.Avg) 4.6205
               valid loss 8.281667  auc  0.7734  rmse  0.4413  df(ActivateDay.Avg) 4.6150
     train: epoch 41 loss 24.659573  auc  0.7773  rmse  0.4400  df(ActivateDay.Avg) 4.6304
               valid loss 8.263820  auc  0.7749  rmse  0.4398  df(ActivateDay.Avg) 4.6298
                test loss 22.194796  auc  0.7738  rmse  0.4378  df(ActivateDay.Avg) 4.6446
     train: epoch 42 loss 24.656862  auc  0.7775  rmse  0.4392  df(ActivateDay.Avg) 4.6264
               valid loss 8.265066  auc  0.7745  rmse  0.4387  df(ActivateDay.Avg) 4.5867
     train: epoch 43 loss 24.661333  auc  0.7777  rmse  0.4393  df(ActivateDay.Avg) 4.6198
               valid loss 8.269188  auc  0.7746  rmse  0.4390  df(ActivateDay.Avg) 4.6391
     train: epoch 44 loss 24.656943  auc  0.7775  rmse  0.4384  df(ActivateDay.Avg) 4.6147
               valid loss 8.291438  auc  0.7739  rmse  0.4385  df(ActivateDay.Avg) 4.5639
     train: epoch 45 loss 24.636939  auc  0.7776  rmse  0.4394  df(ActivateDay.Avg) 4.6226
               valid loss 8.267021  auc  0.7743  rmse  0.4402  df(ActivateDay.Avg) 4.6533
     train: epoch 46 loss 24.649889  auc  0.7777  rmse  0.4392  df(ActivateDay.Avg) 4.6245
               valid loss 8.257110  auc  0.7749  rmse  0.4375  df(ActivateDay.Avg) 4.5742
     train: epoch 47 loss 24.653140  auc  0.7772  rmse  0.4377  df(ActivateDay.Avg) 4.6044
               valid loss 8.263659  auc  0.7746  rmse  0.4424  df(ActivateDay.Avg) 4.6498
     train: epoch 48 loss 24.650837  auc  0.7773  rmse  0.4397  df(ActivateDay.Avg) 4.6304
               valid loss 8.280347  auc  0.7738  rmse  0.4398  df(ActivateDay.Avg) 4.6046
     train: epoch 49 loss 24.653002  auc  0.7775  rmse  0.4394  df(ActivateDay.Avg) 4.6228
               valid loss 8.268946  auc  0.7743  rmse  0.4400  df(ActivateDay.Avg) 4.6147
     train: epoch 50 loss 24.641309  auc  0.7772  rmse  0.4383  df(ActivateDay.Avg) 4.6133
               valid loss 8.271267  auc  0.7746  rmse  0.4416  df(ActivateDay.Avg) 4.6344
     train: epoch 51 loss 24.651187  auc  0.7779  rmse  0.4390  df(ActivateDay.Avg) 4.6198
               valid loss 8.272721  auc  0.7740  rmse  0.4427  df(ActivateDay.Avg) 4.6695
     train: epoch 52 loss 24.653659  auc  0.7777  rmse  0.4391  df(ActivateDay.Avg) 4.6232
               valid loss 8.276872  auc  0.7743  rmse  0.4411  df(ActivateDay.Avg) 4.5999
     train: epoch 53 loss 24.652442  auc  0.7779  rmse  0.4397  df(ActivateDay.Avg) 4.6281
               valid loss 8.278417  auc  0.7738  rmse  0.4391  df(ActivateDay.Avg) 4.5806
     train: epoch 54 loss 24.658150  auc  0.7772  rmse  0.4397  df(ActivateDay.Avg) 4.6283
               valid loss 8.271034  auc  0.7747  rmse  0.4375  df(ActivateDay.Avg) 4.5618
     train: epoch 55 loss 24.653197  auc  0.7776  rmse  0.4385  df(ActivateDay.Avg) 4.6128
               valid loss 8.267563  auc  0.7743  rmse  0.4398  df(ActivateDay.Avg) 4.6211
     train: epoch 56 loss 24.651225  auc  0.7772  rmse  0.4396  df(ActivateDay.Avg) 4.6292
               valid loss 8.272117  auc  0.7742  rmse  0.4382  df(ActivateDay.Avg) 4.5827
     train: epoch 57 loss 24.651557  auc  0.7778  rmse  0.4387  df(ActivateDay.Avg) 4.6199
               valid loss 8.275183  auc  0.7742  rmse  0.4384  df(ActivateDay.Avg) 4.5720
     train: epoch 58 loss 24.647160  auc  0.7775  rmse  0.4385  df(ActivateDay.Avg) 4.6121
               valid loss 8.274563  auc  0.7739  rmse  0.4415  df(ActivateDay.Avg) 4.6572
     train: epoch 59 loss 24.650275  auc  0.7776  rmse  0.4392  df(ActivateDay.Avg) 4.6233
               valid loss 8.265878  auc  0.7742  rmse  0.4399  df(ActivateDay.Avg) 4.6202
     train: epoch 60 loss 24.652446  auc  0.7774  rmse  0.4392  df(ActivateDay.Avg) 4.6250
               valid loss 8.269310  auc  0.7744  rmse  0.4385  df(ActivateDay.Avg) 4.6028
     train: epoch 61 loss 24.647459  auc  0.7776  rmse  0.4379  df(ActivateDay.Avg) 4.6056
               valid loss 8.262880  auc  0.7744  rmse  0.4441  df(ActivateDay.Avg) 4.6917
     train: epoch 62 loss 24.640532  auc  0.7772  rmse  0.4388  df(ActivateDay.Avg) 4.6185
               valid loss 8.269921  auc  0.7749  rmse  0.4434  df(ActivateDay.Avg) 4.6288
     train: epoch 63 loss 24.646458  auc  0.7775  rmse  0.4402  df(ActivateDay.Avg) 4.6355
               valid loss 8.267903  auc  0.7744  rmse  0.4405  df(ActivateDay.Avg) 4.6093
     train: epoch 64 loss 24.645903  auc  0.7778  rmse  0.4388  df(ActivateDay.Avg) 4.6182
               valid loss 8.276292  auc  0.7740  rmse  0.4417  df(ActivateDay.Avg) 4.6210
     train: epoch 65 loss 24.646415  auc  0.7778  rmse  0.4388  df(ActivateDay.Avg) 4.6171
               valid loss 8.282615  auc  0.7742  rmse  0.4415  df(ActivateDay.Avg) 4.6136
     train: epoch 66 loss 24.654009  auc  0.7778  rmse  0.4401  df(ActivateDay.Avg) 4.6334
               valid loss 8.262858  auc  0.7748  rmse  0.4390  df(ActivateDay.Avg) 4.6055
     train: epoch 67 loss 24.642045  auc  0.7778  rmse  0.4389  df(ActivateDay.Avg) 4.6158
               valid loss 8.266736  auc  0.7747  rmse  0.4422  df(ActivateDay.Avg) 4.7001
     train: epoch 68 loss 24.642746  auc  0.7776  rmse  0.4393  df(ActivateDay.Avg) 4.6263
               valid loss 8.275545  auc  0.7742  rmse  0.4396  df(ActivateDay.Avg) 4.6131
     train: epoch 69 loss 24.648345  auc  0.7774  rmse  0.4387  df(ActivateDay.Avg) 4.6172
               valid loss 8.271458  auc  0.7743  rmse  0.4402  df(ActivateDay.Avg) 4.6134
     train: epoch 70 loss 24.643337  auc  0.7774  rmse  0.4393  df(ActivateDay.Avg) 4.6240
               valid loss 8.265611  auc  0.7746  rmse  0.4394  df(ActivateDay.Avg) 4.5921
     train: epoch 71 loss 24.646214  auc  0.7777  rmse  0.4398  df(ActivateDay.Avg) 4.6295
               valid loss 8.266823  auc  0.7746  rmse  0.4379  df(ActivateDay.Avg) 4.5773
     train: epoch 72 loss 24.643047  auc  0.7777  rmse  0.4382  df(ActivateDay.Avg) 4.6126
               valid loss 8.271311  auc  0.7742  rmse  0.4409  df(ActivateDay.Avg) 4.6254
     train: epoch 73 loss 24.639755  auc  0.7779  rmse  0.4394  df(ActivateDay.Avg) 4.6238
               valid loss 8.282123  auc  0.7739  rmse  0.4389  df(ActivateDay.Avg) 4.6093
     train: epoch 74 loss 24.640603  auc  0.7778  rmse  0.4388  df(ActivateDay.Avg) 4.6170
               valid loss 8.281415  auc  0.7736  rmse  0.4407  df(ActivateDay.Avg) 4.6421
     train: epoch 75 loss 24.644820  auc  0.7778  rmse  0.4400  df(ActivateDay.Avg) 4.6364
               valid loss 8.271499  auc  0.7741  rmse  0.4371  df(ActivateDay.Avg) 4.5513
     train: epoch 76 loss 24.646625  auc  0.7778  rmse  0.4376  df(ActivateDay.Avg) 4.6023
               valid loss 8.280385  auc  0.7742  rmse  0.4408  df(ActivateDay.Avg) 4.6093
     train: epoch 77 loss 24.646946  auc  0.7779  rmse  0.4400  df(ActivateDay.Avg) 4.6310
               valid loss 8.269419  auc  0.7742  rmse  0.4395  df(ActivateDay.Avg) 4.6462
     train: epoch 78 loss 24.646390  auc  0.7774  rmse  0.4390  df(ActivateDay.Avg) 4.6259
               valid loss 8.278889  auc  0.7746  rmse  0.4375  df(ActivateDay.Avg) 4.5307
     train: epoch 79 loss 24.644484  auc  0.7778  rmse  0.4391  df(ActivateDay.Avg) 4.6176
               valid loss 8.268704  auc  0.7745  rmse  0.4387  df(ActivateDay.Avg) 4.5871
     train: epoch 80 loss 24.644358  auc  0.7776  rmse  0.4381  df(ActivateDay.Avg) 4.6087
               valid loss 8.266613  auc  0.7745  rmse  0.4410  df(ActivateDay.Avg) 4.6172
     train: epoch 81 loss 24.641429  auc  0.7774  rmse  0.4404  df(ActivateDay.Avg) 4.6348
               valid loss 8.267651  auc  0.7746  rmse  0.4387  df(ActivateDay.Avg) 4.6219
     train: epoch 82 loss 24.644775  auc  0.7783  rmse  0.4389  df(ActivateDay.Avg) 4.6221
               valid loss 8.267723  auc  0.7745  rmse  0.4375  df(ActivateDay.Avg) 4.5648
     train: epoch 83 loss 24.645598  auc  0.7777  rmse  0.4378  df(ActivateDay.Avg) 4.6084
               valid loss 8.272631  auc  0.7745  rmse  0.4407  df(ActivateDay.Avg) 4.6009
     train: epoch 84 loss 24.646090  auc  0.7778  rmse  0.4392  df(ActivateDay.Avg) 4.6234
               valid loss 8.265896  auc  0.7746  rmse  0.4402  df(ActivateDay.Avg) 4.5901
     train: epoch 85 loss 24.645342  auc  0.7779  rmse  0.4397  df(ActivateDay.Avg) 4.6277
               valid loss 8.272157  auc  0.7742  rmse  0.4396  df(ActivateDay.Avg) 4.6033
     train: epoch 86 loss 24.644553  auc  0.7778  rmse  0.4385  df(ActivateDay.Avg) 4.6129
               valid loss 8.271164  auc  0.7743  rmse  0.4415  df(ActivateDay.Avg) 4.6427
     train: epoch 87 loss 24.640920  auc  0.7777  rmse  0.4393  df(ActivateDay.Avg) 4.6236
               valid loss 8.279188  auc  0.7736  rmse  0.4406  df(ActivateDay.Avg) 4.6349
     train: epoch 88 loss 24.645730  auc  0.7774  rmse  0.4390  df(ActivateDay.Avg) 4.6210
               valid loss 8.268816  auc  0.7743  rmse  0.4398  df(ActivateDay.Avg) 4.5825
     train: epoch 89 loss 24.641486  auc  0.7778  rmse  0.4406  df(ActivateDay.Avg) 4.6384
               valid loss 8.270344  auc  0.7746  rmse  0.4359  df(ActivateDay.Avg) 4.5468
     train: epoch 90 loss 24.644412  auc  0.7775  rmse  0.4390  df(ActivateDay.Avg) 4.6192
               valid loss 8.269088  auc  0.7746  rmse  0.4359  df(ActivateDay.Avg) 4.5474
     train: epoch 91 loss 24.639415  auc  0.7778  rmse  0.4380  df(ActivateDay.Avg) 4.6083
               valid loss 8.276719  auc  0.7741  rmse  0.4397  df(ActivateDay.Avg) 4.6016
     train: epoch 92 loss 24.640940  auc  0.7778  rmse  0.4398  df(ActivateDay.Avg) 4.6306
               valid loss 8.260926  auc  0.7745  rmse  0.4372  df(ActivateDay.Avg) 4.5631
     train: epoch 93 loss 24.647111  auc  0.7774  rmse  0.4385  df(ActivateDay.Avg) 4.6151
               valid loss 8.261603  auc  0.7748  rmse  0.4398  df(ActivateDay.Avg) 4.6115
     train: epoch 94 loss 24.638213  auc  0.7779  rmse  0.4403  df(ActivateDay.Avg) 4.6373
               valid loss 8.270137  auc  0.7740  rmse  0.4363  df(ActivateDay.Avg) 4.5638
     train: epoch 95 loss 24.647105  auc  0.7776  rmse  0.4367  df(ActivateDay.Avg) 4.5931
               valid loss 8.272490  auc  0.7742  rmse  0.4428  df(ActivateDay.Avg) 4.6634
     train: epoch 96 loss 24.644875  auc  0.7776  rmse  0.4397  df(ActivateDay.Avg) 4.6309
               valid loss 8.268426  auc  0.7744  rmse  0.4399  df(ActivateDay.Avg) 4.6129
     train: epoch 97 loss 24.644022  auc  0.7777  rmse  0.4386  df(ActivateDay.Avg) 4.6165
               valid loss 8.260818  auc  0.7747  rmse  0.4421  df(ActivateDay.Avg) 4.6465
     train: epoch 98 loss 24.642737  auc  0.7779  rmse  0.4404  df(ActivateDay.Avg) 4.6383
               valid loss 8.267028  auc  0.7746  rmse  0.4373  df(ActivateDay.Avg) 4.5633
     train: epoch 99 loss 24.641818  auc  0.7777  rmse  0.4387  df(ActivateDay.Avg) 4.6165
               valid loss 8.273077  auc  0.7744  rmse  0.4387  df(ActivateDay.Avg) 4.5935
best_epoch:  41.0000
best_valid_auc 0.7749 best_valid_rmse 0.4398 best_valid_df 4.6298 
best_auc 0.7738 rmse 0.4378 df 4.6446
